all_should_buy_signal_days_independently_scored,candidate_id,code_verifiable,common_backtest_evidence,cooldown_handling,fitness_input,flat_state_should_buy_handling,holding_state_should_buy_handling,matched_rl_replay_path,matched_rl_replay_trade_rows,origin_runner,persisted_training_sample,raw_all_signal_sample_stored,rl_replay_invalid_json_rows,rulebook_hash,runner_evidence,sample_definition,source_artifact_role,source_file,source_file_exists,stage,ticker,training_phase,verdict,verdict_reason
False,stage3:ARKW:296c057b4ef7,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/ARKW/stage3/rl_replay_trades.jsonl,41,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,296c057b4ef7c871885ce2ca488d5cca885669a1f7491153ed7169ce7748cebf,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/ARKW/stage3/final_rulebooks.jsonl,True,stage3,ARKW,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:AVAV:3d66945d7c65,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/AVAV/stage3/rl_replay_trades.jsonl,42,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,3d66945d7c6598899e8bb157f179da187f6940e08ebbf1ca5538c38185541b6b,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/AVAV/stage3/final_rulebooks.jsonl,True,stage3,AVAV,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:AVGO:e4fd3cee2402,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/AVGO/stage3/rl_replay_trades.jsonl,48,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,e4fd3cee240201480d47fc97c735bba8ed9c01a780bcecc005fb411733ea3f1f,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/AVGO/stage3/final_rulebooks.jsonl,True,stage3,AVGO,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:AXON:25b116de3cd4,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/AXON/stage3/rl_replay_trades.jsonl,32,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,25b116de3cd4bc0afe12a7c11b2e28f76054304502559bc8e52c3ef4f5f175cf,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/AXON/stage3/final_rulebooks.jsonl,True,stage3,AXON,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:BB:f1bdfe7f8ad9,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/BB/stage3/rl_replay_trades.jsonl,46,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,f1bdfe7f8ad9eab0337862d4166754166c299876cca58096ada5fa0845c76024,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/BB/stage3/final_rulebooks.jsonl,True,stage3,BB,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:BBIO:82c4a7aa36a9,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/BBIO/stage3/rl_replay_trades.jsonl,77,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,82c4a7aa36a9e3a10d6e3c130e1d3bb211b37245183e1657d6508c4d12f6bbdb,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/BBIO/stage3/final_rulebooks.jsonl,True,stage3,BBIO,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:BE:b07b2e49fef8,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/BE/stage3/rl_replay_trades.jsonl,50,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,b07b2e49fef8db3bab8e69af65c259fd7b72f884dbdcc72ea739517a52207808,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/BE/stage3/final_rulebooks.jsonl,True,stage3,BE,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:BELFB:b031f5add884,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/BELFB/stage3/rl_replay_trades.jsonl,61,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,b031f5add884bc063e89bbfd60366b907dc9c9588e83899e88956aeea310b8a0,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/BELFB/stage3/final_rulebooks.jsonl,True,stage3,BELFB,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:BIDU:926c6f7918c9,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/BIDU/stage3/rl_replay_trades.jsonl,43,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,926c6f7918c92299d43849b3e24274e70bbb1c67d1add27f50112ff32b92733c,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/BIDU/stage3/final_rulebooks.jsonl,True,stage3,BIDU,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:BMA:0c978464f9dd,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/BMA/stage3/rl_replay_trades.jsonl,41,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,0c978464f9dde1afc4e0f9501a0e135f6936b7c2f47503c5f149d43ceb232f01,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/BMA/stage3/final_rulebooks.jsonl,True,stage3,BMA,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:BN:d264957fe5f6,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/BN/stage3/rl_replay_trades.jsonl,57,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,d264957fe5f60b3973f692af75a0c759d8f2e423147ecb17a19384d3b8ec0735,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/BN/stage3/final_rulebooks.jsonl,True,stage3,BN,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:BTU:ecfcb41f1be2,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/BTU/stage3/rl_replay_trades.jsonl,41,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,ecfcb41f1be28fbd25436c1a6d2c47b06bcb47a3e88ba2432af17ee674e91914,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/BTU/stage3/final_rulebooks.jsonl,True,stage3,BTU,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:BWXT:f195725cb792,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/BWXT/stage3/rl_replay_trades.jsonl,55,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,f195725cb7925ddb6c3a16f434d12b72d87831a9f2c3f2a4bff2b9e8ab4301c6,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/BWXT/stage3/final_rulebooks.jsonl,True,stage3,BWXT,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:C:8d6430f3dfbc,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/C/stage3/rl_replay_trades.jsonl,65,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,8d6430f3dfbc45393c59febe7c7d62bac16dd6676ded45d62a2401ad1a5c4996,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/C/stage3/final_rulebooks.jsonl,True,stage3,C,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:CAPR:a51d615a0ff1,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/CAPR/stage3/rl_replay_trades.jsonl,94,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,a51d615a0ff1fe3e79601e533b58f0453756c36bfe7f67d9ed14c2a348459b3c,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/CAPR/stage3/final_rulebooks.jsonl,True,stage3,CAPR,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:CBRE:30fdb7f6db1e,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/CBRE/stage3/rl_replay_trades.jsonl,56,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,30fdb7f6db1efc0c8c39453e526306a28d8f13deb5b134153237bbda50922aa7,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/CBRE/stage3/final_rulebooks.jsonl,True,stage3,CBRE,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:CBRL:677767a0b6a9,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/CBRL/stage3/rl_replay_trades.jsonl,68,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,677767a0b6a962955fe6eaf6dc49cd401b1bf22ac205c310bfe62ff4a8910910,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/CBRL/stage3/final_rulebooks.jsonl,True,stage3,CBRL,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:CC:520ee91feeea,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/CC/stage3/rl_replay_trades.jsonl,65,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,520ee91feeea5210a89df04a1bb01afd54707d665d5d7b28bac3483eb9245d86,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/CC/stage3/final_rulebooks.jsonl,True,stage3,CC,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:CIEN:2ed675d30868,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/CIEN/stage3/rl_replay_trades.jsonl,63,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,2ed675d3086809a326ab0ae902db5a6ea98807940c8612845ee1a415e9ec8c38,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/CIEN/stage3/final_rulebooks.jsonl,True,stage3,CIEN,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:CIGI:2067519c6762,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/CIGI/stage3/rl_replay_trades.jsonl,46,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,2067519c6762ea247daaf6b78e07aa9ab5702e38cdc1839941fd092b3c5affcc,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/CIGI/stage3/final_rulebooks.jsonl,True,stage3,CIGI,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:CLDX:99264f63b69d,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/CLDX/stage3/rl_replay_trades.jsonl,47,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,99264f63b69d1e2f286fec651a0f4b5a196aa7d1f3be6232ec881c7e18c37105,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/CLDX/stage3/final_rulebooks.jsonl,True,stage3,CLDX,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:CLF:869ed9e90afb,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/CLF/stage3/rl_replay_trades.jsonl,27,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,869ed9e90afbdd9d3e3949965ad6adb468e7f2d7da99e55dacf819a433cf0343,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/CLF/stage3/final_rulebooks.jsonl,True,stage3,CLF,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:COHR:10ef1bf6b0d1,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/COHR/stage3/rl_replay_trades.jsonl,58,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,10ef1bf6b0d14871b8dd1881c6a4049656d475847c13d1bd602af60543794f2f,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/COHR/stage3/final_rulebooks.jsonl,True,stage3,COHR,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
