ticker,model_hash,origin_train_label,gene_type,group,feature,feature_definition,low_norm,high_norm,width_norm,low_value,high_value,min_width_pass,bilateral,fallback_applied_any_generation,fallback_event_count,group_threshold,group_size,g3_member_floor_norm,fitness_consistency_lambda,stress_role,lambda_source,threshold_min_allowed,threshold_max_allowed,threshold_floor_valid
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_chg1_pct,100*(D-1 volume/D-2 volume-1),0.0202719276969793,0.9590706667286736,0.938798739031694,-64.8448530856227,259.0756034958441,True,True,True,18.0,,3,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,GROUP_THRESHOLD,G1_PULLBACK,,unweighted feature-pass count required for group pass,,,,,,,,,,3.0,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,3.0,1.0
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,GROUP_THRESHOLD,G2_VOLATILITY,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,3.0,1.0
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,GROUP_THRESHOLD,G3_RANGE_EXPANSION,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,3,"[0.1009863847099284, 0.1383870542300658, 0.12952648158686086]",0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,2.0,1.0
POWI,04aece08f1d66c285fc3700c56379aa3c0ff5aeadd0e2f005b06a319579e66e7,train_1,GROUP_THRESHOLD,G4_VOLUME_CONFIRMATION,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,3,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,2.0,1.0
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,FEATURE_INTERVAL,G1_PULLBACK,pullback_from_high5_pct,D-5~D-1 최고가 대비 D-1 close 하락률(%),0.1478750207558855,0.7270917170771265,0.579216696321241,2.628844166840417,12.925853260582628,True,True,True,20.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,FEATURE_INTERVAL,G1_PULLBACK,fade_after_surge_score,초반 최대상승률 + 최근 2일 음의 누적수익률 절대값,0.027767076039773,0.9264772512296856,0.8987101751899127,0.4362543090906365,14.55607686399746,True,True,True,22.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,FEATURE_INTERVAL,G1_PULLBACK,inv_close_pos5,1 - D-1 close의 D-5~D-1 range 위치,0.2242648821907081,0.4575063849246024,0.2332415027338943,0.2237998579102141,0.4565577228987304,True,True,True,21.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,FEATURE_INTERVAL,G1_PULLBACK,inv_ret_d1_pct,-(D-2 close 대비 D-1 close 수익률 %),0.0858130429748643,0.8944688993419213,0.808655856367057,-7.631857287202426,7.204016743757862,True,True,True,18.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,FEATURE_INTERVAL,G2_VOLATILITY,single_up_day5_pct,D-5~D-1 최대 단일 일수익률(%),0.4253218468749817,0.8722059876626604,0.4468841407876787,3.246334087211779,7.880884908685569,True,True,True,17.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,FEATURE_INTERVAL,G2_VOLATILITY,atr14_pct,100*ATR14[D-1]/Close[D-1],0.3553237973553915,0.9516799189899416,0.5963561216345501,3.0527311575533105,3.945202150083024,True,True,True,17.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,FEATURE_INTERVAL,G2_VOLATILITY,realized_vol20_pct,D-20~D-1 일수익률 sample std(%),0.2833606724815133,0.7532382753112099,0.4698776028296966,1.8761211978146133,2.7899035947835578,True,True,True,22.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,FEATURE_INTERVAL,G2_VOLATILITY,bb_width20_pct,100*(BB upper-BB lower)/BB middle at D-1,0.4477893831066695,0.6896732652368343,0.2418838821301647,16.40092166110289,22.46412431671238,True,True,True,22.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,FEATURE_INTERVAL,G3_RANGE_EXPANSION,true_range_d1_pct,D-1 true range / D-1 close(%),0.0853172109445573,0.4568102808423272,0.3714930698977699,1.7254013378475994,5.739018356487282,True,True,True,27.0,,3,0.10671605144250249,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,FEATURE_INTERVAL,G3_RANGE_EXPANSION,range_vs_atr14,D-1 high-low / ATR14[D-1],0.4532407402424938,0.815376612734028,0.3621358724915341,1.095931223189202,1.7632164522608302,True,True,True,18.0,,3,0.17942041261792702,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,FEATURE_INTERVAL,G3_RANGE_EXPANSION,range_vs_range20,D-1 range% / D-21~D-2 mean range%,0.0520231242942542,0.3822920229000603,0.330268898605806,0.4132029156018569,1.3457673955780725,True,True,True,26.0,,3,0.14143898758215773,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_ratio5_prior,D-1 volume / D-6~D-2 mean volume,0.2101668988006055,0.5353841176018306,0.325217218801225,1.0560275211121977,2.3343303056635047,True,True,True,28.0,,3,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_ratio20_prior,D-1 volume / D-21~D-2 mean volume,0.0208706441106062,0.9710300893100242,0.950159445199418,0.229702293741624,4.494172078041118,True,True,True,20.0,,3,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_chg1_pct,100*(D-1 volume/D-2 volume-1),0.6002573480541686,0.91662965938306,0.3163723113288914,123.88753530920742,230.65693430656933,True,True,True,17.0,,3,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,GROUP_THRESHOLD,G1_PULLBACK,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,3.0,1.0
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,GROUP_THRESHOLD,G2_VOLATILITY,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,3.0,1.0
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,GROUP_THRESHOLD,G3_RANGE_EXPANSION,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,3,"[0.10671605144250249, 0.17942041261792702, 0.14143898758215773]",0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,2.0,1.0
POWI,15d2c6845a097432a282270df2207aaafc11898ba63dc5f69b8f5fc3f51b7dc5,train_2,GROUP_THRESHOLD,G4_VOLUME_CONFIRMATION,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,3,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,2.0,1.0
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,FEATURE_INTERVAL,G1_PULLBACK,pullback_from_high5_pct,D-5~D-1 최고가 대비 D-1 close 하락률(%),0.3447152379163032,0.6216971920338673,0.276981954117564,8.20853105051023,14.791917764637793,True,True,True,23.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,FEATURE_INTERVAL,G1_PULLBACK,fade_after_surge_score,초반 최대상승률 + 최근 2일 음의 누적수익률 절대값,0.1632462124457425,0.8514506532953015,0.6882044408495589,3.4967778513107546,18.238302385831133,True,True,True,26.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,FEATURE_INTERVAL,G1_PULLBACK,inv_close_pos5,1 - D-1 close의 D-5~D-1 range 위치,0.1523121746782229,0.9868300903118932,0.8345179156336704,0.1540732250932488,0.985564022221401,True,True,True,20.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,FEATURE_INTERVAL,G1_PULLBACK,inv_ret_d1_pct,-(D-2 close 대비 D-1 close 수익률 %),0.1319122248323972,0.6473995748229127,0.5154873499905154,-11.124900831231985,2.9098066673135907,True,True,True,29.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,FEATURE_INTERVAL,G2_VOLATILITY,single_up_day5_pct,D-5~D-1 최대 단일 일수익률(%),0.4284180783012558,0.7563277322045711,0.3279096539033152,5.724060461623006,10.882831703493949,True,True,True,27.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,FEATURE_INTERVAL,G2_VOLATILITY,atr14_pct,100*ATR14[D-1]/Close[D-1],0.2515265826455993,0.5107613536642314,0.259234771018632,3.870516665149382,5.188582940533728,True,True,True,15.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,FEATURE_INTERVAL,G2_VOLATILITY,realized_vol20_pct,D-20~D-1 일수익률 sample std(%),0.3438042060571132,0.7567052424181264,0.4129010363610132,2.602730172906791,4.354446601038181,True,True,True,21.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,FEATURE_INTERVAL,G2_VOLATILITY,bb_width20_pct,100*(BB upper-BB lower)/BB middle at D-1,0.3700821773659446,0.9278857591405874,0.5578035817746427,18.89807778376096,39.65748081902435,True,True,True,19.0,,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,FEATURE_INTERVAL,G3_RANGE_EXPANSION,true_range_d1_pct,D-1 true range / D-1 close(%),0.1939986428441157,0.8666608167732565,0.6726621739291407,4.196481641565222,13.909764236751268,True,True,True,17.0,,3,0.06135383338196905,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,FEATURE_INTERVAL,G3_RANGE_EXPANSION,range_vs_atr14,D-1 high-low / ATR14[D-1],0.188521208844061,0.6909820292230633,0.5024608203790023,0.7728163911641537,1.972585794111984,True,True,True,18.0,,3,0.10028069080101673,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,FEATURE_INTERVAL,G3_RANGE_EXPANSION,range_vs_range20,D-1 range% / D-21~D-2 mean range%,0.1290424990439432,0.6101141493398,0.4810716502958568,0.7790874907975696,2.5600123276922377,True,True,True,28.0,,3,0.07974458736054331,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_ratio5_prior,D-1 volume / D-6~D-2 mean volume,0.0213990657592766,0.5940254550337073,0.5726263892744307,0.2792764056192026,3.035932349143081,True,True,True,17.0,,3,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_ratio20_prior,D-1 volume / D-21~D-2 mean volume,0.0924381796050922,0.7638313957116469,0.6713932161065547,0.5928541227432926,3.255812076527088,True,True,True,18.0,,3,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_chg1_pct,100*(D-1 volume/D-2 volume-1),0.2202223295332949,0.683067124990469,0.462844795457174,40.328302530016416,284.58762286796457,True,True,True,14.0,,3,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,GROUP_THRESHOLD,G1_PULLBACK,,unweighted feature-pass count required for group pass,,,,,,,,,,3.0,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,3.0,1.0
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,GROUP_THRESHOLD,G2_VOLATILITY,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,4,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,3.0,1.0
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,GROUP_THRESHOLD,G3_RANGE_EXPANSION,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,3,"[0.06135383338196905, 0.10028069080101673, 0.07974458736054331]",0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,2.0,1.0
POWI,e85493e1dd1c53aea5b0e9b848e434a0fc2a06b2e2e361ed20b71dad818b2f15,train_3,GROUP_THRESHOLD,G4_VOLUME_CONFIRMATION,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,3,,0.2,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,2.0,1.0
