date,av_sentiment_avg,av_sentiment_std,av_bullish_ratio,av_bearish_ratio,news_count,candidates_count,negation_filtered,gpt_interpreted,gpt_calls_new,active_events_count,event_adjustment,conflicts_count,conflict_penalty,sanity_corrections,active_events,has_war,has_rate_hike,has_rate_cut,has_rate_event,has_geopolitical,has_tariff,has_export_ban,has_earnings_shock,has_oil_surge,has_banking_crisis,has_inflation,has_fed_statement
2022-01-02,0.1831,0.266,0.545,0.121,33,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-03,0.2301,0.2902,0.655,0.101,168,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-04,0.2442,0.2443,0.644,0.065,261,1,0,1,1,1,-4.9,0,0,0,수출규제,0,0,0,0,0,0,1,0,0,0,0,0
2022-01-05,0.25,0.2678,0.701,0.072,264,2,0,2,2,1,-2.9,0,0,0,금리정책_인상,0,1,0,1,0,0,0,0,0,0,0,0
2022-01-06,0.1946,0.3071,0.61,0.123,236,2,0,2,2,1,-5.9,0,0,0,금리정책_인상,0,1,0,1,0,0,0,0,0,0,0,0
2022-01-07,0.2242,0.279,0.608,0.095,189,1,0,1,1,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-08,0.1278,0.3271,0.562,0.156,32,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-09,0.1254,0.3488,0.515,0.212,33,1,0,1,1,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-10,0.2221,0.2928,0.645,0.108,296,1,0,1,1,1,-2.9,0,0,0,금리정책_인상,0,1,0,1,0,0,0,0,0,0,0,0
2022-01-11,0.2265,0.2694,0.618,0.095,241,3,0,3,3,1,-2.5,0,0,0,유가급등,0,0,0,0,0,0,0,0,1,0,0,0
2022-01-12,0.2048,0.2698,0.636,0.12,250,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-13,0.2046,0.2914,0.634,0.118,246,1,0,1,1,1,-2.5,0,0,0,금리정책_인상,0,1,0,1,0,0,0,0,0,0,0,0
2022-01-14,0.1542,0.2893,0.554,0.143,224,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-15,0.1547,0.3,0.5,0.1,30,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-16,0.1428,0.3146,0.529,0.118,34,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-17,0.1486,0.3132,0.5,0.152,92,1,0,1,1,1,-2.5,0,0,0,은행위기,0,0,0,0,0,0,0,0,0,1,0,0
2022-01-18,0.2335,0.2766,0.671,0.11,228,1,0,1,1,1,-2.5,0,0,0,금리정책_인상,0,1,0,1,0,0,0,0,0,0,0,0
2022-01-19,0.2445,0.2846,0.69,0.1,239,4,0,4,4,2,-10.1,0,0,0,"금리정책_인상,수출규제",0,1,0,1,0,0,1,0,0,0,0,0
2022-01-20,0.2486,0.251,0.667,0.073,273,4,0,4,4,1,-8.0,0,0,0,금리정책_인상,0,1,0,1,0,0,0,0,0,0,0,0
2022-01-21,0.1782,0.2748,0.53,0.119,168,3,0,3,3,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-22,0.2296,0.3444,0.621,0.103,29,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-23,0.1214,0.3274,0.543,0.239,46,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-24,0.2368,0.2447,0.652,0.072,207,5,0,5,5,4,-10.1,0,0,0,"유가급등,은행위기,금리정책_인상,인플레이션",0,1,0,1,0,0,0,0,1,1,1,0
2022-01-25,0.2501,0.2454,0.661,0.064,251,2,0,2,2,2,-5.9,0,0,0,"지정학_긴장,금리정책_인상",0,1,0,1,1,0,0,0,0,0,0,0
2022-01-26,0.2133,0.2909,0.65,0.126,254,4,0,4,4,2,-15.0,0,0,0,"금리정책_인상,전쟁",1,1,0,1,0,0,0,0,0,0,0,0
2022-01-27,0.246,0.2906,0.646,0.088,294,6,0,6,6,2,-18.3,0,0,0,"금리정책_인상,실적쇼크",0,1,0,1,0,0,0,1,0,0,0,0
2022-01-28,0.2398,0.3358,0.653,0.128,219,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-29,0.1964,0.2798,0.536,0.071,28,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-30,0.2591,0.2643,0.576,0.091,33,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31,0.2186,0.2602,0.641,0.09,256,1,0,1,1,1,-2.5,0,0,0,금리정책_인상,0,1,0,1,0,0,0,0,0,0,0,0
2022-02-01,0.2475,0.2539,0.691,0.069,304,5,0,5,5,3,-12.2,0,0,0,"금리정책_인상,지정학_긴장,실적쇼크",0,1,0,1,1,0,0,1,0,0,0,0
2022-02-02,0.2251,0.2747,0.662,0.102,305,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-03,0.2172,0.2769,0.639,0.105,266,2,0,2,2,2,0.7,0,0,0,"지정학_긴장|유가급등,실적쇼크",0,0,0,0,1,0,0,1,1,0,0,0
2022-02-04,0.1496,0.3099,0.531,0.183,213,2,0,2,2,1,-2.5,0,0,0,실적쇼크,0,0,0,0,0,0,0,1,0,0,0,0
2022-02-05,0.1776,0.3338,0.59,0.128,39,1,0,1,1,1,-2.5,0,0,0,금리정책_인상,0,1,0,1,0,0,0,0,0,0,0,0
2022-02-06,0.1509,0.2685,0.533,0.2,30,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-07,0.2201,0.2829,0.647,0.124,249,4,0,4,4,3,-8.0,0,0,0,"유가급등,금리정책_인상,지정학_긴장",0,1,0,1,1,0,0,0,1,0,0,0
2022-02-08,0.2094,0.2959,0.658,0.131,313,5,0,5,5,2,-12.2,0,0,0,"관세,금리정책_인상",0,1,0,1,0,1,0,0,0,0,0,0
2022-02-09,0.2304,0.2839,0.651,0.083,278,2,0,2,2,2,-4.6,0,0,0,"실적쇼크,인플레이션",0,0,0,0,0,0,0,1,0,0,1,0
2022-02-10,0.2449,0.2629,0.687,0.074,297,2,0,2,2,2,-2.4,1,-2,0,"금리정책_인하,금리정책_인상",0,1,1,1,0,0,0,0,0,0,0,0
2022-02-11,0.1892,0.2747,0.6,0.131,175,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-12,0.2262,0.2932,0.621,0.138,29,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-13,0.1981,0.2418,0.525,0.1,40,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-14,0.2183,0.2797,0.638,0.113,221,2,0,2,2,2,-6.7,0,0,0,"지정학_긴장,전쟁",1,0,0,0,1,0,0,0,0,0,0,0
2022-02-15,0.2502,0.2432,0.677,0.063,285,5,0,5,5,3,-13.0,0,0,0,"지정학_긴장,금리정책_인상,인플레이션",0,1,0,1,1,0,0,0,0,0,1,0
2022-02-16,0.2346,0.28,0.671,0.111,252,2,0,2,2,2,-5.5,0,0,0,"지정학_긴장,금리정책_인상|지정학_긴장",0,1,0,1,1,0,0,0,0,0,0,0
2022-02-17,0.2289,0.3079,0.653,0.13,239,2,0,2,2,2,-5.5,0,0,0,"지정학_긴장,금리정책_인상",0,1,0,1,1,0,0,0,0,0,0,0
2022-02-18,0.2229,0.2494,0.636,0.078,217,2,0,2,2,1,-5.5,0,0,0,금리정책_인상,0,1,0,1,0,0,0,0,0,0,0,0
2022-02-19,0.0941,0.3219,0.44,0.2,25,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-20,0.1305,0.2657,0.5,0.179,28,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-21,0.2109,0.2839,0.611,0.111,108,2,0,2,2,2,-4.4,0,0,0,"수출규제,금리정책_인상",0,1,0,1,0,0,1,0,0,0,0,0
2022-02-22,0.236,0.2708,0.648,0.084,287,4,0,4,4,1,-5.0,0,0,0,지정학_긴장,0,0,0,0,1,0,0,0,0,0,0,0
2022-02-23,0.219,0.3064,0.632,0.097,288,3,0,3,3,2,-6.7,0,0,0,"관세,지정학_긴장",0,0,0,0,1,1,0,0,0,0,0,0
2022-02-24,0.2035,0.2723,0.617,0.11,300,11,0,11,11,4,-30.0,0,0,0,"전쟁,금리정책_인상|지정학_긴장,지정학_긴장,금리정책_인상|지정학_긴장|인플레이션",1,1,0,1,1,0,0,0,0,0,1,0
2022-02-25,0.1989,0.2912,0.599,0.142,197,10,0,10,10,3,-30.0,0,0,0,"지정학_긴장,전쟁,금리정책_인상",1,1,0,1,1,0,0,0,0,0,0,0
2022-02-26,0.0422,0.3297,0.333,0.194,36,3,0,3,3,1,-16.8,0,0,0,전쟁,1,0,0,0,0,0,0,0,0,0,0,0
2022-02-27,0.1687,0.2877,0.5,0.1,30,3,0,3,3,2,-9.9,0,0,0,"금리정책_인상,전쟁",1,1,0,1,0,0,0,0,0,0,0,0
2022-02-28,0.2287,0.2924,0.657,0.134,321,14,0,14,14,3,-30.0,0,0,0,"전쟁,수출규제,지정학_긴장",1,0,0,0,1,0,1,0,0,0,0,0
2022-03-01,0.2197,0.2996,0.631,0.125,271,15,0,15,9,3,-30.0,0,0,0,"전쟁,지정학_긴장,실적쇼크",1,0,0,0,1,0,0,1,0,0,0,0
2022-03-02,0.1908,0.2756,0.601,0.138,253,20,0,20,14,5,-30.0,1,-2,0,"전쟁,금리정책_인상,지정학_긴장,금리정책_인하,실적쇼크",1,1,1,1,1,0,0,1,0,0,0,0
2022-03-03,0.1991,0.2942,0.606,0.136,236,13,0,13,11,4,-30.0,0,0,0,"전쟁,지정학_긴장,수출규제,유가급등",1,0,0,0,1,0,1,0,1,0,0,0
2022-03-04,0.1871,0.3053,0.577,0.149,194,16,0,16,13,1,-30.0,0,0,0,전쟁,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-05,0.1469,0.2604,0.528,0.139,36,4,0,4,3,2,-8.4,0,0,0,"지정학_긴장,전쟁",1,0,0,0,1,0,0,0,0,0,0,0
2022-03-06,0.121,0.2695,0.485,0.212,33,2,0,2,2,1,-9.1,0,0,0,전쟁,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-07,0.2164,0.2586,0.648,0.11,236,13,0,13,9,3,-30.0,0,0,0,"전쟁,유가급등,지정학_긴장",1,0,0,0,1,0,0,0,1,0,0,0
2022-03-08,0.2317,0.2925,0.679,0.115,262,17,0,17,11,2,-30.0,0,0,0,"전쟁,지정학_긴장",1,0,0,0,1,0,0,0,0,0,0,0
2022-03-09,0.174,0.3007,0.537,0.166,259,19,1,19,17,2,-30.0,0,0,0,"지정학_긴장,전쟁",1,0,0,0,1,0,0,0,0,0,0,0
2022-03-10,0.2038,0.2753,0.611,0.107,262,24,0,24,16,2,-30.0,0,0,0,"전쟁,지정학_긴장",1,0,0,0,1,0,0,0,0,0,0,0
2022-03-11,0.1956,0.2681,0.635,0.155,181,13,0,13,10,2,-30.0,0,0,0,"전쟁,지정학_긴장",1,0,0,0,1,0,0,0,0,0,0,0
2022-03-12,0.2383,0.346,0.565,0.13,23,3,0,3,3,2,-11.6,0,0,0,"지정학_긴장,전쟁",1,0,0,0,1,0,0,0,0,0,0,0
2022-03-13,0.1345,0.3046,0.556,0.148,27,1,0,1,1,1,-4.9,0,0,0,전쟁,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-14,0.1974,0.2604,0.55,0.081,222,7,0,7,6,2,-20.4,0,0,0,"전쟁,지정학_긴장",1,0,0,0,1,0,0,0,0,0,0,0
2022-03-15,0.2315,0.2891,0.654,0.113,266,9,0,9,7,4,-24.2,0,0,0,"금리정책_인상,전쟁,인플레이션,지정학_긴장",1,1,0,1,1,0,0,0,0,0,1,0
2022-03-16,0.2093,0.2991,0.631,0.139,244,10,0,10,8,3,-20.8,0,0,0,"전쟁,금리정책_인하,지정학_긴장",1,0,1,1,1,0,0,0,0,0,0,0
2022-03-17,0.2046,0.2793,0.603,0.126,247,16,0,16,13,4,-30.0,0,0,0,"전쟁,금리정책_인상,지정학_긴장,유가급등",1,1,0,1,1,0,0,0,1,0,0,0
2022-03-18,0.1828,0.2711,0.545,0.115,191,9,0,9,6,3,-21.2,0,0,0,"전쟁,지정학_긴장,금리정책_인상",1,1,0,1,1,0,0,0,0,0,0,0
2022-03-19,0.1607,0.3062,0.457,0.171,35,3,0,3,3,1,-14.7,0,0,0,전쟁,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-20,0.1034,0.3108,0.5,0.188,32,1,0,1,1,1,-2.5,0,0,0,지정학_긴장,0,0,0,0,1,0,0,0,0,0,0,0
2022-03-21,0.1933,0.2905,0.593,0.155,194,8,0,8,6,2,-17.7,0,0,0,"전쟁,금리정책_인하",1,0,1,1,0,0,0,0,0,0,0,0
2022-03-22,0.233,0.2766,0.659,0.097,258,7,0,7,4,3,-16.0,0,0,0,"전쟁,금리정책_인상,지정학_긴장",1,1,0,1,1,0,0,0,0,0,0,0
2022-03-23,0.1925,0.3065,0.632,0.137,212,2,0,2,1,2,-9.9,0,0,0,"금리정책_인상,전쟁",1,1,0,1,0,0,0,0,0,0,0,0
2022-03-24,0.2106,0.2656,0.652,0.109,247,10,0,10,5,4,-26.6,0,0,1,"전쟁,지정학_긴장,금리정책_인상,은행위기",1,1,0,1,1,0,0,0,0,1,0,0
2022-03-25,0.2006,0.2958,0.615,0.125,192,5,0,5,4,3,-11.5,0,0,0,"금리정책_인상,전쟁,지정학_긴장",1,1,0,1,1,0,0,0,0,0,0,0
2022-03-26,0.1271,0.3396,0.375,0.167,24,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27,0.229,0.2968,0.645,0.129,31,1,0,1,0,1,-2.9,0,0,0,금리정책_인상,0,1,0,1,0,0,0,0,0,0,0,0
2022-03-28,0.2235,0.2886,0.654,0.107,234,5,0,5,4,4,-8.5,1,-2,0,"지정학_긴장,전쟁,금리정책_인하,금리정책_인상",1,1,1,1,1,0,0,0,0,0,0,0
2022-03-29,0.2398,0.2871,0.688,0.097,279,4,0,4,2,2,-12.2,0,0,0,"전쟁,관세",1,0,0,0,0,1,0,0,0,0,0,0
2022-03-30,0.2262,0.2976,0.672,0.116,311,4,0,4,2,1,-8.0,0,0,0,전쟁,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-31,0.2462,0.2539,0.626,0.059,270,3,0,3,0,2,-5.5,0,0,0,"전쟁,금리정책_인상",1,1,0,1,0,0,0,0,0,0,0,0
2022-04-01,0.1916,0.3093,0.606,0.136,236,6,0,6,4,2,-10.5,0,0,0,"금리정책_인상,전쟁",1,1,0,1,0,0,0,0,0,0,0,0
2022-04-02,0.1579,0.2867,0.514,0.216,37,1,0,1,0,1,-2.9,0,0,0,금리정책_인상,0,1,0,1,0,0,0,0,0,0,0,0
2022-04-03,0.1254,0.2378,0.382,0.088,34,1,0,1,1,1,-2.5,0,0,0,지정학_긴장,0,0,0,0,1,0,0,0,0,0,0,0
2022-04-04,0.2532,0.2808,0.693,0.072,277,2,0,2,0,2,-5.0,0,0,1,"유가급등,지정학_긴장",0,0,0,0,1,0,0,0,1,0,0,0
2022-04-05,0.2381,0.272,0.655,0.085,284,9,0,9,4,4,-19.3,0,0,0,"전쟁,인플레이션,지정학_긴장,금리정책_인상",1,1,0,1,1,0,0,0,0,0,1,0
2022-04-06,0.2218,0.2569,0.626,0.084,273,6,1,6,3,2,-12.6,0,0,0,"전쟁,지정학_긴장",1,0,0,0,1,0,0,0,0,0,0,0
2022-04-07,0.2081,0.2736,0.613,0.092,261,1,0,1,1,1,-2.5,0,0,0,지정학_긴장,0,0,0,0,1,0,0,0,0,0,0,0
2022-04-08,0.2096,0.2888,0.646,0.109,192,3,0,3,2,2,-8.0,0,0,0,"지정학_긴장,금리정책_인상",0,1,0,1,1,0,0,0,0,0,0,0
2022-04-09,0.1627,0.3614,0.692,0.231,26,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10,0.0794,0.3889,0.52,0.32,25,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11,0.2081,0.2828,0.622,0.1,230,3,0,3,0,1,-5.0,0,0,0,지정학_긴장,0,0,0,0,1,0,0,0,0,0,0,0
2022-04-12,0.2168,0.2577,0.596,0.103,282,6,0,6,5,2,-5.5,0,0,0,"전쟁,금리정책_인하",1,0,1,1,0,0,0,0,0,0,0,0
2022-04-13,0.2267,0.2752,0.66,0.094,235,6,0,6,2,3,-12.6,0,0,0,"전쟁,수출규제,금리정책_인상",1,1,0,1,0,0,1,0,0,0,0,0
2022-04-14,0.2016,0.2827,0.618,0.107,225,2,0,2,1,1,-9.5,0,0,0,전쟁,1,0,0,0,0,0,0,0,0,0,0,0
2022-04-15,0.1899,0.3061,0.58,0.152,112,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16,0.2097,0.2824,0.654,0.115,26,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-17,-0.0288,0.2748,0.19,0.286,21,1,0,1,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-18,0.1738,0.2829,0.568,0.141,199,1,0,1,0,1,-3.6,0,0,0,실적쇼크,0,0,0,0,0,0,0,1,0,0,0,0
2022-04-19,0.2064,0.2937,0.641,0.127,315,6,0,6,3,3,-12.5,0,0,0,"실적쇼크,전쟁,지정학_긴장",1,0,0,0,1,0,0,1,0,0,0,0
2022-04-20,0.1831,0.2943,0.617,0.141,269,3,0,3,3,1,-2.5,0,0,0,금리정책_인상,0,1,0,1,0,0,0,0,0,0,0,0
2022-04-21,0.1953,0.2985,0.598,0.128,266,6,0,6,2,3,-12.6,0,0,1,"지정학_긴장,전쟁,인플레이션",1,0,0,0,1,0,0,0,0,0,1,0
2022-04-22,0.1528,0.3288,0.572,0.216,194,0,1,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-23,0.0767,0.3404,0.333,0.212,33,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-24,0.1196,0.2921,0.5,0.125,32,2,0,2,2,2,-5.0,0,0,0,"은행위기,전쟁",1,0,0,0,0,0,0,0,0,1,0,0
2022-04-25,0.2654,0.2554,0.691,0.058,278,4,0,4,2,2,-11.3,0,0,0,"금리정책_인상,전쟁",1,1,0,1,0,0,0,0,0,0,0,0
2022-04-26,0.2235,0.2751,0.61,0.096,282,3,0,3,2,2,-8.0,0,0,0,"전쟁,금리정책_인상",1,1,0,1,0,0,0,0,0,0,0,0
2022-04-27,0.2073,0.3118,0.621,0.123,243,1,0,1,0,1,-2.5,0,0,0,유가급등,0,0,0,0,0,0,0,0,1,0,0,0
2022-04-28,0.2268,0.2873,0.614,0.11,290,8,0,8,4,4,-16.4,0,0,0,"금리정책_인상,관세,유가급등,지정학_긴장",0,1,0,1,1,1,0,0,1,0,0,0
2022-04-29,0.1317,0.3281,0.52,0.234,244,5,0,5,3,3,-12.0,0,0,0,"관세,실적쇼크,전쟁",1,0,0,0,0,1,0,1,0,0,0,0
2022-04-30,0.2232,0.2488,0.542,0.0,24,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-01,0.189,0.3065,0.559,0.118,34,1,0,1,1,1,-2.5,0,0,0,지정학_긴장,0,0,0,0,1,0,0,0,0,0,0,0
2022-05-02,0.2161,0.2564,0.616,0.11,281,2,0,2,2,2,-5.5,0,0,0,"지정학_긴장,전쟁",1,0,0,0,1,0,0,0,0,0,0,0
2022-05-03,0.2101,0.2975,0.637,0.113,336,9,0,9,6,3,-20.9,0,0,0,"금리정책_인상,실적쇼크,전쟁",1,1,0,1,0,0,0,1,0,0,0,0
2022-05-04,0.2018,0.3208,0.602,0.116,319,6,0,6,4,3,-15.0,0,0,0,"전쟁,유가급등,실적쇼크",1,0,0,0,0,0,0,1,1,0,0,0
2022-05-05,0.1892,0.3157,0.588,0.122,352,6,0,6,4,2,-25.3,0,0,0,"금리정책_인상,전쟁",1,1,0,1,0,0,0,0,0,0,0,0
2022-05-06,0.1552,0.3045,0.519,0.156,212,5,0,5,2,2,-8.0,0,0,0,"금리정책_인상,지정학_긴장",0,1,0,1,1,0,0,0,0,0,0,0
2022-05-07,0.1432,0.2857,0.536,0.143,28,2,0,2,2,1,-5.5,0,0,0,전쟁,1,0,0,0,0,0,0,0,0,0,0,0
2022-05-08,0.1496,0.2509,0.541,0.135,37,1,0,1,1,1,-2.9,0,0,0,전쟁,1,0,0,0,0,0,0,0,0,0,0,0
2022-05-09,0.1866,0.2928,0.589,0.136,265,8,0,8,4,3,-22.9,1,-2,0,"실적쇼크,금리정책_인상,금리정책_인하",0,1,1,1,0,0,0,1,0,0,0,0
2022-05-10,0.2122,0.3128,0.653,0.143,349,3,0,3,0,2,-5.0,0,0,0,"지정학_긴장,금리정책_인상",0,1,0,1,1,0,0,0,0,0,0,0
2022-05-11,0.213,0.2851,0.624,0.103,271,6,0,6,4,4,-12.2,0,0,0,"금리정책_인상,전쟁,실적쇼크,지정학_긴장",1,1,0,1,1,0,0,1,0,0,0,0
2022-05-12,0.2071,0.2795,0.618,0.106,301,3,0,3,1,3,-7.1,0,0,0,"금리정책_인상,유가급등,전쟁",1,1,0,1,0,0,0,0,1,0,0,0
2022-05-13,0.1839,0.3251,0.584,0.142,219,4,0,4,3,3,-9.2,0,0,0,"은행위기,금리정책_인상,관세",0,1,0,1,0,1,0,0,0,1,0,0
2022-05-14,0.1585,0.3024,0.517,0.241,29,1,0,1,1,1,-2.5,0,0,0,은행위기,0,0,0,0,0,0,0,0,0,1,0,0
2022-05-15,0.1598,0.3567,0.59,0.154,39,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-16,0.1583,0.2987,0.546,0.15,273,5,1,5,4,2,-16.7,0,0,0,"전쟁,지정학_긴장",1,0,0,0,1,0,0,0,0,0,0,0
2022-05-17,0.2086,0.292,0.613,0.116,310,6,0,6,5,2,-8.0,0,0,1,"전쟁,금리정책_인상",1,1,0,1,0,0,0,0,0,0,0,0
2022-05-18,0.1959,0.2797,0.586,0.132,295,3,0,3,0,3,-10.1,0,0,0,"은행위기,지정학_긴장,금리정책_인상",0,1,0,1,1,0,0,0,0,1,0,0
2022-05-19,0.1946,0.3137,0.602,0.144,284,8,0,8,4,3,-23.1,0,0,1,"전쟁,지정학_긴장,수출규제",1,0,0,0,1,0,1,0,0,0,0,0
2022-05-20,0.1628,0.2931,0.525,0.142,204,1,0,1,0,1,-2.5,0,0,0,실적쇼크,0,0,0,0,0,0,0,1,0,0,0,0
2022-05-21,0.0105,0.3954,0.435,0.304,46,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-22,0.1567,0.3787,0.586,0.207,29,1,0,1,1,1,-2.5,0,0,0,금리정책_인상,0,1,0,1,0,0,0,0,0,0,0,0
2022-05-23,0.1851,0.3121,0.577,0.142,267,7,0,7,7,3,-20.6,0,0,0,"전쟁,지정학_긴장,금리정책_인상",1,1,0,1,1,0,0,0,0,0,0,0
2022-05-24,0.1901,0.3023,0.601,0.143,238,3,0,3,0,3,-7.6,0,0,0,"지정학_긴장,유가급등,실적쇼크",0,0,0,0,1,0,0,1,1,0,0,0
2022-05-25,0.2267,0.2977,0.664,0.103,253,1,1,1,1,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-26,0.1958,0.2806,0.601,0.117,291,5,0,5,2,2,-5.0,0,0,0,"전쟁,실적쇼크",1,0,0,0,0,0,0,1,0,0,0,0
2022-05-27,0.193,0.2632,0.56,0.098,184,1,0,1,1,1,-2.5,0,0,0,전쟁,1,0,0,0,0,0,0,0,0,0,0,0
2022-05-28,0.1355,0.2779,0.45,0.1,20,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-29,0.145,0.342,0.6,0.15,20,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-30,0.1983,0.2793,0.653,0.167,72,1,0,1,0,1,-2.9,0,0,0,금리정책_인상,0,1,0,1,0,0,0,0,0,0,0,0
2022-05-31,0.2202,0.2817,0.628,0.121,239,4,0,4,3,2,-7.6,0,0,0,"지정학_긴장,금리정책_인상",0,1,0,1,1,0,0,0,0,0,0,0
2022-06-01,0.2071,0.2934,0.601,0.111,323,4,0,4,4,3,-7.1,0,0,0,"전쟁,금리정책_인하,수출규제",1,0,1,1,0,0,1,0,0,0,0,0
2022-06-02,0.2691,0.2552,0.698,0.069,275,3,0,3,2,2,-7.6,0,0,0,"전쟁,지정학_긴장",1,0,0,0,1,0,0,0,0,0,0,0
2022-06-03,0.1569,0.298,0.513,0.152,197,2,1,2,1,2,-5.0,0,0,0,"금리정책_인상,전쟁",1,1,0,1,0,0,0,0,0,0,0,0
2022-06-04,0.2091,0.265,0.654,0.077,26,1,0,1,1,1,-2.5,0,0,0,전쟁,1,0,0,0,0,0,0,0,0,0,0,0
2022-06-05,0.1362,0.2413,0.417,0.083,24,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-06,0.2355,0.2576,0.659,0.067,223,1,0,1,0,1,-3.6,0,0,1,관세,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-07,0.2187,0.2851,0.625,0.113,291,4,0,4,4,3,-6.5,0,0,0,"전쟁,지정학_긴장,인플레이션",1,0,0,0,1,0,0,0,0,0,1,0
2022-06-08,0.1875,0.3038,0.624,0.163,245,5,0,5,2,5,-13.0,0,0,0,"금리정책_인상,전쟁,은행위기,인플레이션,지정학_긴장",1,1,0,1,1,0,0,0,0,1,1,0
2022-06-09,0.2311,0.2757,0.658,0.098,275,6,1,6,2,4,-17.5,0,0,0,"지정학_긴장,인플레이션,금리정책_인상,전쟁",1,1,0,1,1,0,0,0,0,0,1,0
2022-06-10,0.1909,0.2778,0.629,0.134,186,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-11,0.2113,0.2997,0.688,0.125,16,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-12,0.1656,0.2938,0.556,0.167,36,0,0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-13,0.1946,0.3167,0.599,0.131,252,5,0,5,4,3,-11.8,0,0,0,"은행위기,전쟁,금리정책_인상",1,1,0,1,0,0,0,0,0,1,0,0
2022-06-14,0.2087,0.2816,0.616,0.121,307,1,0,1,1,1,-2.5,0,0,0,지정학_긴장,0,0,0,0,1,0,0,0,0,0,0,0
2022-06-15,0.2293,0.2788,0.686,0.129,255,2,0,2,0,1,-9.5,0,0,0,금리정책_인상,0,1,0,1,0,0,0,0,0,0,0,0
