C:\kingmaker_adpt_feature_nulltest_v9\data\_system\analysis\stage3_adpt_feature_nulltest_v9_20260715\run_adpt_feature_nulltest_v9.py:197: FutureWarning: The default fill_method='pad' in Series.pct_change is deprecated and will be removed in a future version. Either fill in any non-leading NA values prior to calling pct_change or specify 'fill_method=None' to not fill NA values.
  basket_ret20 = basket.pct_change(20) * 100.0
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_1", "call_index": 1, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 1, "best_hash": "311ec06147d5f64e2db5725a93921569579c66cd4ccd566881299d40316354e4", "best_fitness": -1.9985710803057608, "mean_fitness": -790000000.7793155, "best_primary_objective_pct_per_day": 1.2849384913222448, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 1.2849384913222448, "best_mae_penalty": 1.9893325080618873, "best_realized_loss_penalty": 0.6861192760771587, "best_total_risk_penalty": 2.675451784139046, "best_fitness_before_entry_gate": -1.9985710803057608, "best_final_fitness": -1.9985710803057608, "best_trade_count": 43, "best_trade_count_gate_pass": true, "best_win_rate_pct": 60.46511627906976, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:04:03.188740+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_1", "call_index": 1, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 27, "best_hash": "f4646137b7ca392d4997d1db16bc9b47e3758e75525805a62e82238b7948427d", "best_fitness": 0.7281321147635891, "mean_fitness": -50000000.782292515, "best_primary_objective_pct_per_day": 2.739058584556, "best_trade_count_factor": 0.7374999999999999, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 2.0200557061100497, "best_mae_penalty": 0.7307970063158913, "best_realized_loss_penalty": 0.0, "best_total_risk_penalty": 0.7307970063158913, "best_fitness_before_entry_gate": 0.7281321147635891, "best_final_fitness": 0.7281321147635891, "best_trade_count": 13, "best_trade_count_gate_pass": true, "best_win_rate_pct": 100.0, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:06:56.868655+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_1", "call_index": 1, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 28, "best_hash": "f4646137b7ca392d4997d1db16bc9b47e3758e75525805a62e82238b7948427d", "best_fitness": 0.7281321147635891, "mean_fitness": -30000000.739750043, "best_primary_objective_pct_per_day": 2.739058584556, "best_trade_count_factor": 0.7374999999999999, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 2.0200557061100497, "best_mae_penalty": 0.7307970063158913, "best_realized_loss_penalty": 0.0, "best_total_risk_penalty": 0.7307970063158913, "best_fitness_before_entry_gate": 0.7281321147635891, "best_final_fitness": 0.7281321147635891, "best_trade_count": 13, "best_trade_count_gate_pass": true, "best_win_rate_pct": 100.0, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:07:03.102713+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_1", "call_index": 1, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 29, "best_hash": "0afea775c270894b55572b2df26ada51eec0c1b21a0978a381508ec04e731247", "best_fitness": 0.7281321147635893, "mean_fitness": -60000000.638155356, "best_primary_objective_pct_per_day": 2.7390585845560005, "best_trade_count_factor": 0.7374999999999999, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 2.02005570611005, "best_mae_penalty": 0.7307970063158913, "best_realized_loss_penalty": 0.0, "best_total_risk_penalty": 0.7307970063158913, "best_fitness_before_entry_gate": 0.7281321147635893, "best_final_fitness": 0.7281321147635893, "best_trade_count": 13, "best_trade_count_gate_pass": true, "best_win_rate_pct": 100.0, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:07:09.458429+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_1", "call_index": 1, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 30, "best_hash": "668c2e9be93630976266bb9cb25b5e924db6338651af78de594f30d5f22397fb", "best_fitness": 0.7281321147635893, "mean_fitness": -30000000.73315091, "best_primary_objective_pct_per_day": 2.7390585845560005, "best_trade_count_factor": 0.7374999999999999, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 2.02005570611005, "best_mae_penalty": 0.7307970063158913, "best_realized_loss_penalty": 0.0, "best_total_risk_penalty": 0.7307970063158913, "best_fitness_before_entry_gate": 0.7281321147635893, "best_final_fitness": 0.7281321147635893, "best_trade_count": 13, "best_trade_count_gate_pass": true, "best_win_rate_pct": 100.0, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:07:15.927277+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_1", "call_index": 1, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 31, "best_hash": "668c2e9be93630976266bb9cb25b5e924db6338651af78de594f30d5f22397fb", "best_fitness": 0.7281321147635893, "mean_fitness": -60000000.49970793, "best_primary_objective_pct_per_day": 2.7390585845560005, "best_trade_count_factor": 0.7374999999999999, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 2.02005570611005, "best_mae_penalty": 0.7307970063158913, "best_realized_loss_penalty": 0.0, "best_total_risk_penalty": 0.7307970063158913, "best_fitness_before_entry_gate": 0.7281321147635893, "best_final_fitness": 0.7281321147635893, "best_trade_count": 13, "best_trade_count_gate_pass": true, "best_win_rate_pct": 100.0, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:07:22.266331+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_1", "call_index": 1, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 32, "best_hash": "668c2e9be93630976266bb9cb25b5e924db6338651af78de594f30d5f22397fb", "best_fitness": 0.7281321147635893, "mean_fitness": -20000000.82668385, "best_primary_objective_pct_per_day": 2.7390585845560005, "best_trade_count_factor": 0.7374999999999999, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 2.02005570611005, "best_mae_penalty": 0.7307970063158913, "best_realized_loss_penalty": 0.0, "best_total_risk_penalty": 0.7307970063158913, "best_fitness_before_entry_gate": 0.7281321147635893, "best_final_fitness": 0.7281321147635893, "best_trade_count": 13, "best_trade_count_gate_pass": true, "best_win_rate_pct": 100.0, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:07:28.769708+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_1", "call_index": 1, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 33, "best_hash": "668c2e9be93630976266bb9cb25b5e924db6338651af78de594f30d5f22397fb", "best_fitness": 0.7281321147635893, "mean_fitness": -30000000.678076234, "best_primary_objective_pct_per_day": 2.7390585845560005, "best_trade_count_factor": 0.7374999999999999, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 2.02005570611005, "best_mae_penalty": 0.7307970063158913, "best_realized_loss_penalty": 0.0, "best_total_risk_penalty": 0.7307970063158913, "best_fitness_before_entry_gate": 0.7281321147635893, "best_final_fitness": 0.7281321147635893, "best_trade_count": 13, "best_trade_count_gate_pass": true, "best_win_rate_pct": 100.0, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:07:35.120162+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_1", "call_index": 1, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 34, "best_hash": "668c2e9be93630976266bb9cb25b5e924db6338651af78de594f30d5f22397fb", "best_fitness": 0.7281321147635893, "mean_fitness": -20000000.624157306, "best_primary_objective_pct_per_day": 2.7390585845560005, "best_trade_count_factor": 0.7374999999999999, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 2.02005570611005, "best_mae_penalty": 0.7307970063158913, "best_realized_loss_penalty": 0.0, "best_total_risk_penalty": 0.7307970063158913, "best_fitness_before_entry_gate": 0.7281321147635893, "best_final_fitness": 0.7281321147635893, "best_trade_count": 13, "best_trade_count_gate_pass": true, "best_win_rate_pct": 100.0, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:07:41.400273+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_1", "call_index": 1, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 35, "best_hash": "668c2e9be93630976266bb9cb25b5e924db6338651af78de594f30d5f22397fb", "best_fitness": 0.7281321147635893, "mean_fitness": -10000000.558913304, "best_primary_objective_pct_per_day": 2.7390585845560005, "best_trade_count_factor": 0.7374999999999999, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 2.02005570611005, "best_mae_penalty": 0.7307970063158913, "best_realized_loss_penalty": 0.0, "best_total_risk_penalty": 0.7307970063158913, "best_fitness_before_entry_gate": 0.7281321147635893, "best_final_fitness": 0.7281321147635893, "best_trade_count": 13, "best_trade_count_gate_pass": true, "best_win_rate_pct": 100.0, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:07:47.536871+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_1", "call_index": 1, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 36, "best_hash": "668c2e9be93630976266bb9cb25b5e924db6338651af78de594f30d5f22397fb", "best_fitness": 0.7281321147635893, "mean_fitness": -10000000.631267728, "best_primary_objective_pct_per_day": 2.7390585845560005, "best_trade_count_factor": 0.7374999999999999, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 2.02005570611005, "best_mae_penalty": 0.7307970063158913, "best_realized_loss_penalty": 0.0, "best_total_risk_penalty": 0.7307970063158913, "best_fitness_before_entry_gate": 0.7281321147635893, "best_final_fitness": 0.7281321147635893, "best_trade_count": 13, "best_trade_count_gate_pass": true, "best_win_rate_pct": 100.0, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:07:53.788628+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_1", "call_index": 1, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 37, "best_hash": "668c2e9be93630976266bb9cb25b5e924db6338651af78de594f30d5f22397fb", "best_fitness": 0.7281321147635893, "mean_fitness": -10000000.396134645, "best_primary_objective_pct_per_day": 2.7390585845560005, "best_trade_count_factor": 0.7374999999999999, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 2.02005570611005, "best_mae_penalty": 0.7307970063158913, "best_realized_loss_penalty": 0.0, "best_total_risk_penalty": 0.7307970063158913, "best_fitness_before_entry_gate": 0.7281321147635893, "best_final_fitness": 0.7281321147635893, "best_trade_count": 13, "best_trade_count_gate_pass": true, "best_win_rate_pct": 100.0, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:07:59.979897+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_1", "call_index": 1, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 38, "best_hash": "fc3d8e6cf27aad05f20259be0ad77b08c07eda62bf2b48d3b9399bec4d35e070", "best_fitness": 0.9427983425310063, "mean_fitness": -30000000.463154517, "best_primary_objective_pct_per_day": 2.863446930422482, "best_trade_count_factor": 0.7, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 2.0044128512957373, "best_mae_penalty": 0.47208131720716134, "best_realized_loss_penalty": 0.0, "best_total_risk_penalty": 0.47208131720716134, "best_fitness_before_entry_gate": 0.9427983425310063, "best_final_fitness": 0.9427983425310063, "best_trade_count": 12, "best_trade_count_gate_pass": true, "best_win_rate_pct": 100.0, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:08:06.087485+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_1", "call_index": 1, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 39, "best_hash": "bc2c42d0316e7db6fda626fb0d6a20e1c8cd6eaa99b3a168514370a2c39c8704", "best_fitness": 0.9427983425310063, "mean_fitness": -40000000.56853297, "best_primary_objective_pct_per_day": 2.863446930422482, "best_trade_count_factor": 0.7, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 2.0044128512957373, "best_mae_penalty": 0.47208131720716134, "best_realized_loss_penalty": 0.0, "best_total_risk_penalty": 0.47208131720716134, "best_fitness_before_entry_gate": 0.9427983425310063, "best_final_fitness": 0.9427983425310063, "best_trade_count": 12, "best_trade_count_gate_pass": true, "best_win_rate_pct": 100.0, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:08:12.309888+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_1", "call_index": 1, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 40, "best_hash": "bc2c42d0316e7db6fda626fb0d6a20e1c8cd6eaa99b3a168514370a2c39c8704", "best_fitness": 0.9427983425310063, "mean_fitness": -20000000.721929945, "best_primary_objective_pct_per_day": 2.863446930422482, "best_trade_count_factor": 0.7, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 2.0044128512957373, "best_mae_penalty": 0.47208131720716134, "best_realized_loss_penalty": 0.0, "best_total_risk_penalty": 0.47208131720716134, "best_fitness_before_entry_gate": 0.9427983425310063, "best_final_fitness": 0.9427983425310063, "best_trade_count": 12, "best_trade_count_gate_pass": true, "best_win_rate_pct": 100.0, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:08:18.471844+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 1, "best_hash": "71cd9f53ff51f4afe15bef60cb2a2388a7aa90d9e5d58171fd08afef58388811", "best_fitness": -4.50697416598212, "mean_fitness": -980000000.1203969, "best_primary_objective_pct_per_day": 0.37424795524934795, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 0.37424795524934795, "best_mae_penalty": 2.8356534535436064, "best_realized_loss_penalty": 1.885598327194844, "best_total_risk_penalty": 4.72125178073845, "best_fitness_before_entry_gate": -4.50697416598212, "best_final_fitness": -4.50697416598212, "best_trade_count": 33, "best_trade_count_gate_pass": true, "best_win_rate_pct": 63.63636363636363, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:08:52.132309+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 2, "best_hash": "804cd868cad344bb463a345da04106b607fb79a17e4ac4e5f40e8c32660d7deb", "best_fitness": -3.4536165231544156, "mean_fitness": -970000000.1549332, "best_primary_objective_pct_per_day": 1.2806276839844868, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 1.2806276839844868, "best_mae_penalty": 2.7879196332171787, "best_realized_loss_penalty": 1.810691592613022, "best_total_risk_penalty": 4.598611225830201, "best_fitness_before_entry_gate": -3.4536165231544156, "best_final_fitness": -3.4536165231544156, "best_trade_count": 33, "best_trade_count_gate_pass": true, "best_win_rate_pct": 66.66666666666666, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:08:54.723827+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 3, "best_hash": "59b4fdacb7019a8c6ea66adb50bfb7d968fe8741f3db87c92a73a43ba802da02", "best_fitness": -3.4536165231544156, "mean_fitness": -920000000.4546753, "best_primary_objective_pct_per_day": 1.2806276839844868, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 1.2806276839844868, "best_mae_penalty": 2.7879196332171787, "best_realized_loss_penalty": 1.810691592613022, "best_total_risk_penalty": 4.598611225830201, "best_fitness_before_entry_gate": -3.4536165231544156, "best_final_fitness": -3.4536165231544156, "best_trade_count": 33, "best_trade_count_gate_pass": true, "best_win_rate_pct": 66.66666666666666, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:08:57.780357+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 4, "best_hash": "6fb24b651b949bb78fe0cce0ccb8ae306d91d95468b26a8ccea4740c7126e332", "best_fitness": -3.055783414426061, "mean_fitness": -850000000.7801508, "best_primary_objective_pct_per_day": 0.7655811372383844, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 0.7655811372383844, "best_mae_penalty": 2.381246939336536, "best_realized_loss_penalty": 1.4401176123279091, "best_total_risk_penalty": 3.821364551664445, "best_fitness_before_entry_gate": -3.055783414426061, "best_final_fitness": -3.055783414426061, "best_trade_count": 35, "best_trade_count_gate_pass": true, "best_win_rate_pct": 65.71428571428571, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:00.594502+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 5, "best_hash": "d99e3c99dcbe917b51d258e8d7600e922523a1ab1eaceabe44b78982d7a692c4", "best_fitness": -1.9909307694792415, "mean_fitness": -750000001.286795, "best_primary_objective_pct_per_day": 1.6562871489583741, "best_trade_count_factor": 0.9625, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 1.5941763808724352, "best_mae_penalty": 2.107384506676937, "best_realized_loss_penalty": 0.8723738804912207, "best_total_risk_penalty": 2.9797583871681574, "best_fitness_before_entry_gate": -1.9909307694792415, "best_final_fitness": -1.9909307694792415, "best_trade_count": 19, "best_trade_count_gate_pass": true, "best_win_rate_pct": 63.1578947368421, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:03.260744+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 6, "best_hash": "641450beb5cc5d06ec19049096f2bffee759c1a34a8476e520239efa848d6527", "best_fitness": -1.5039111294435576, "mean_fitness": -560000001.9615269, "best_primary_objective_pct_per_day": 1.5991087782772684, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 1.5991087782772684, "best_mae_penalty": 1.9598465230499338, "best_realized_loss_penalty": 0.9718403012840422, "best_total_risk_penalty": 2.931686824333976, "best_fitness_before_entry_gate": -1.5039111294435576, "best_final_fitness": -1.5039111294435576, "best_trade_count": 30, "best_trade_count_gate_pass": true, "best_win_rate_pct": 76.66666666666667, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:05.777593+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 7, "best_hash": "7d8d5fc2943513db2305ccd4b66769d948321270de2416e38d60a6193f779b27", "best_fitness": -1.5039111294435576, "mean_fitness": -440000002.1285564, "best_primary_objective_pct_per_day": 1.5991087782772684, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 1.5991087782772684, "best_mae_penalty": 1.9598465230499338, "best_realized_loss_penalty": 0.9718403012840422, "best_total_risk_penalty": 2.931686824333976, "best_fitness_before_entry_gate": -1.5039111294435576, "best_final_fitness": -1.5039111294435576, "best_trade_count": 30, "best_trade_count_gate_pass": true, "best_win_rate_pct": 76.66666666666667, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:08.350336+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 8, "best_hash": "7d8d5fc2943513db2305ccd4b66769d948321270de2416e38d60a6193f779b27", "best_fitness": -1.5039111294435576, "mean_fitness": -360000002.10203815, "best_primary_objective_pct_per_day": 1.5991087782772684, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 1.5991087782772684, "best_mae_penalty": 1.9598465230499338, "best_realized_loss_penalty": 0.9718403012840422, "best_total_risk_penalty": 2.931686824333976, "best_fitness_before_entry_gate": -1.5039111294435576, "best_final_fitness": -1.5039111294435576, "best_trade_count": 30, "best_trade_count_gate_pass": true, "best_win_rate_pct": 76.66666666666667, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:10.902567+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 9, "best_hash": "1ed0e32a127d230366d29b5cf9db8ef804a81cd5f3e5ccb7224ee9a53a403275", "best_fitness": -0.48114088286706713, "mean_fitness": -270000002.18676376, "best_primary_objective_pct_per_day": 1.9321282832577935, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 1.9321282832577935, "best_mae_penalty": 1.5011763547941197, "best_realized_loss_penalty": 0.9120928113307409, "best_total_risk_penalty": 2.4132691661248606, "best_fitness_before_entry_gate": -0.48114088286706713, "best_final_fitness": -0.48114088286706713, "best_trade_count": 28, "best_trade_count_gate_pass": true, "best_win_rate_pct": 75.0, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:13.428778+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 10, "best_hash": "fade9c872a82b2f8ab5a88228bcf47039981ed9ac56e4c4252dbfbaa16c30edc", "best_fitness": -0.3207430561276917, "mean_fitness": -230000002.07383296, "best_primary_objective_pct_per_day": 2.1092466353156083, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.1092466353156083, "best_mae_penalty": 1.525607054238429, "best_realized_loss_penalty": 0.6359330654374299, "best_total_risk_penalty": 2.161540119675859, "best_fitness_before_entry_gate": -0.3207430561276917, "best_final_fitness": -0.3207430561276917, "best_trade_count": 24, "best_trade_count_gate_pass": true, "best_win_rate_pct": 79.16666666666666, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:15.901789+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 11, "best_hash": "82aa7464c95538f74e946abd309590eb34d95f136f4235eec08feabc75dff595", "best_fitness": -0.1932075341790674, "mean_fitness": -130000002.13621897, "best_primary_objective_pct_per_day": 2.0303461013242297, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.0303461013242297, "best_mae_penalty": 1.5795335283865048, "best_realized_loss_penalty": 0.31778685131519474, "best_total_risk_penalty": 1.8973203797016995, "best_fitness_before_entry_gate": -0.1932075341790674, "best_final_fitness": -0.1932075341790674, "best_trade_count": 29, "best_trade_count_gate_pass": true, "best_win_rate_pct": 79.3103448275862, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:18.485439+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 12, "best_hash": "c527e516f816ed2cba2a3a2a07bac7ce6d156ae4029da66a4c9b6e33794734ed", "best_fitness": -0.04455807307551102, "mean_fitness": -180000001.62720343, "best_primary_objective_pct_per_day": 2.1044300752955105, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.1044300752955105, "best_mae_penalty": 1.3551054693757365, "best_realized_loss_penalty": 0.33597428298190984, "best_total_risk_penalty": 1.6910797523576464, "best_fitness_before_entry_gate": -0.04455807307551102, "best_final_fitness": -0.04455807307551102, "best_trade_count": 26, "best_trade_count_gate_pass": true, "best_win_rate_pct": 84.61538461538461, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:21.042899+00:00"}
