active_days,champion_origin_train_label,decision_threshold,early_take_profit_count,evaluated_days,holding_over_20_sessions_count,holding_over_60_sessions_count,infinite_holding_risk_flag,max_holding_sessions,method,model_hash,near_threshold_crossing_count,one_session_trade_count_all,one_session_whipsaw_count,period_end_open_position_count,regime,signal_whipsaw_rate,survivor,target_date_exit_count,threshold_crossing_count,ticker,trade_count,two_or_less_session_cycle_count,whipsaw_rate
9,train_1,0.6058964143426294,0,252,0,0,False,2,fixed_2_sessions,3dd7b81a380cc1163c9227c995bbbfdd8e145a13deb6c8a51ca52f923100afab,0,0,0,0,oos,0.0,False,0,18,CLDX,9,9,0.0
62,train_2,0.6799999999999999,0,751,0,0,False,4,rolling_target_2_sessions_tp_off,04920062449583a09212d03e055e6e1f3eb9c248a7600ca68dcdfdc32cd28f85,0,0,0,0,train,0.0,False,51,108,ADPT,51,41,0.0
62,train_2,0.6799999999999999,47,751,0,0,False,4,rolling_target_2_sessions_tp_on,04920062449583a09212d03e055e6e1f3eb9c248a7600ca68dcdfdc32cd28f85,0,40,0,0,train,0.0,False,8,108,ADPT,55,54,0.7272727272727273
62,train_2,0.6799999999999999,0,751,0,0,False,2,fixed_2_sessions,04920062449583a09212d03e055e6e1f3eb9c248a7600ca68dcdfdc32cd28f85,0,0,0,0,train,0.0,False,0,108,ADPT,51,51,0.0
38,train_2,0.6799999999999999,0,515,0,0,False,6,rolling_target_2_sessions_tp_off,04920062449583a09212d03e055e6e1f3eb9c248a7600ca68dcdfdc32cd28f85,0,0,0,0,stress,0.0,False,31,72,ADPT,31,25,0.0
38,train_2,0.6799999999999999,19,515,0,0,False,6,rolling_target_2_sessions_tp_on,04920062449583a09212d03e055e6e1f3eb9c248a7600ca68dcdfdc32cd28f85,0,16,0,0,stress,0.0,False,13,72,ADPT,32,29,0.5
38,train_2,0.6799999999999999,0,515,0,0,False,2,fixed_2_sessions,04920062449583a09212d03e055e6e1f3eb9c248a7600ca68dcdfdc32cd28f85,0,0,0,0,stress,0.0,False,0,72,ADPT,32,32,0.0
15,train_2,0.6799999999999999,0,252,0,0,False,4,rolling_target_2_sessions_tp_off,04920062449583a09212d03e055e6e1f3eb9c248a7600ca68dcdfdc32cd28f85,0,0,0,0,oos,0.0,False,11,22,ADPT,11,8,0.0
15,train_2,0.6799999999999999,6,252,0,0,False,4,rolling_target_2_sessions_tp_on,04920062449583a09212d03e055e6e1f3eb9c248a7600ca68dcdfdc32cd28f85,0,6,0,0,oos,0.0,False,6,22,ADPT,12,10,0.5
15,train_2,0.6799999999999999,0,252,0,0,False,2,fixed_2_sessions,04920062449583a09212d03e055e6e1f3eb9c248a7600ca68dcdfdc32cd28f85,0,0,0,0,oos,0.0,False,0,22,ADPT,11,11,0.0
73,train_1,0.5660557768924303,0,751,0,0,False,3,rolling_target_2_sessions_tp_off,8522335986f8c19c80e67a94931fbba86978764a15246241907838cabf80fccf,0,0,0,0,train,0.0,False,63,125,BIDU,63,53,0.0
73,train_1,0.5660557768924303,36,751,0,0,False,3,rolling_target_2_sessions_tp_on,8522335986f8c19c80e67a94931fbba86978764a15246241907838cabf80fccf,0,25,0,0,train,0.0,False,27,125,BIDU,63,59,0.3968253968253968
73,train_1,0.5660557768924303,0,751,0,0,False,2,fixed_2_sessions,8522335986f8c19c80e67a94931fbba86978764a15246241907838cabf80fccf,0,0,0,0,train,0.0,False,0,125,BIDU,63,63,0.0
41,train_1,0.5660557768924303,0,515,0,0,False,3,rolling_target_2_sessions_tp_off,8522335986f8c19c80e67a94931fbba86978764a15246241907838cabf80fccf,0,0,0,0,stress,0.0,False,31,62,BIDU,31,21,0.0
41,train_1,0.5660557768924303,13,515,0,0,False,3,rolling_target_2_sessions_tp_on,8522335986f8c19c80e67a94931fbba86978764a15246241907838cabf80fccf,0,11,0,0,stress,0.0,False,18,62,BIDU,31,24,0.3548387096774194
41,train_1,0.5660557768924303,0,515,0,0,False,2,fixed_2_sessions,8522335986f8c19c80e67a94931fbba86978764a15246241907838cabf80fccf,0,0,0,0,stress,0.0,False,0,62,BIDU,31,31,0.0
18,train_1,0.5660557768924303,0,252,0,0,False,3,rolling_target_2_sessions_tp_off,8522335986f8c19c80e67a94931fbba86978764a15246241907838cabf80fccf,0,0,0,0,oos,0.0,False,15,30,BIDU,15,12,0.0
18,train_1,0.5660557768924303,10,252,0,0,False,3,rolling_target_2_sessions_tp_on,8522335986f8c19c80e67a94931fbba86978764a15246241907838cabf80fccf,0,8,0,0,oos,0.0,False,5,30,BIDU,15,14,0.5333333333333333
18,train_1,0.5660557768924303,0,252,0,0,False,2,fixed_2_sessions,8522335986f8c19c80e67a94931fbba86978764a15246241907838cabf80fccf,0,0,0,0,oos,0.0,False,0,30,BIDU,15,15,0.0
0,train_1,0.45,0,751,0,0,False,0,rolling_target_2_sessions_tp_off,4876950bfcbf3e7af8a5dcf81cc642959bcc1316dc3d709968eb9400303fdca3,0,0,0,0,train,0.0,False,0,0,CEF,0,0,0.0
0,train_1,0.45,0,751,0,0,False,0,rolling_target_2_sessions_tp_on,4876950bfcbf3e7af8a5dcf81cc642959bcc1316dc3d709968eb9400303fdca3,0,0,0,0,train,0.0,False,0,0,CEF,0,0,0.0
0,train_1,0.45,0,751,0,0,False,0,fixed_2_sessions,4876950bfcbf3e7af8a5dcf81cc642959bcc1316dc3d709968eb9400303fdca3,0,0,0,0,train,0.0,False,0,0,CEF,0,0,0.0
0,train_1,0.45,0,515,0,0,False,0,rolling_target_2_sessions_tp_off,4876950bfcbf3e7af8a5dcf81cc642959bcc1316dc3d709968eb9400303fdca3,0,0,0,0,stress,0.0,False,0,0,CEF,0,0,0.0
0,train_1,0.45,0,515,0,0,False,0,rolling_target_2_sessions_tp_on,4876950bfcbf3e7af8a5dcf81cc642959bcc1316dc3d709968eb9400303fdca3,0,0,0,0,stress,0.0,False,0,0,CEF,0,0,0.0
0,train_1,0.45,0,515,0,0,False,0,fixed_2_sessions,4876950bfcbf3e7af8a5dcf81cc642959bcc1316dc3d709968eb9400303fdca3,0,0,0,0,stress,0.0,False,0,0,CEF,0,0,0.0
0,train_1,0.45,0,252,0,0,False,0,rolling_target_2_sessions_tp_off,4876950bfcbf3e7af8a5dcf81cc642959bcc1316dc3d709968eb9400303fdca3,0,0,0,0,oos,0.0,False,0,0,CEF,0,0,0.0
0,train_1,0.45,0,252,0,0,False,0,rolling_target_2_sessions_tp_on,4876950bfcbf3e7af8a5dcf81cc642959bcc1316dc3d709968eb9400303fdca3,0,0,0,0,oos,0.0,False,0,0,CEF,0,0,0.0
0,train_1,0.45,0,252,0,0,False,0,fixed_2_sessions,4876950bfcbf3e7af8a5dcf81cc642959bcc1316dc3d709968eb9400303fdca3,0,0,0,0,oos,0.0,False,0,0,CEF,0,0,0.0
48,train_1,0.625816733067729,0,751,0,0,False,4,rolling_target_2_sessions_tp_off,8a1e2fb2d6e072d12e2756a7629265e3876f43713766bd7b7812de949abc0ec1,0,0,0,0,train,0.0,False,33,68,AMD,33,20,0.0
48,train_1,0.625816733067729,25,751,0,0,False,4,rolling_target_2_sessions_tp_on,8a1e2fb2d6e072d12e2756a7629265e3876f43713766bd7b7812de949abc0ec1,0,19,0,0,train,0.0,False,10,68,AMD,35,30,0.5428571428571428
48,train_1,0.625816733067729,0,751,0,0,False,2,fixed_2_sessions,8a1e2fb2d6e072d12e2756a7629265e3876f43713766bd7b7812de949abc0ec1,0,0,0,0,train,0.0,False,0,68,AMD,33,33,0.0
28,train_1,0.625816733067729,0,515,0,0,False,4,rolling_target_2_sessions_tp_off,8a1e2fb2d6e072d12e2756a7629265e3876f43713766bd7b7812de949abc0ec1,0,0,0,0,stress,0.0,False,23,45,AMD,23,19,0.0
28,train_1,0.625816733067729,12,515,0,0,False,3,rolling_target_2_sessions_tp_on,8a1e2fb2d6e072d12e2756a7629265e3876f43713766bd7b7812de949abc0ec1,0,8,0,0,stress,0.0,False,11,45,AMD,23,22,0.34782608695652173
28,train_1,0.625816733067729,0,515,0,0,False,2,fixed_2_sessions,8a1e2fb2d6e072d12e2756a7629265e3876f43713766bd7b7812de949abc0ec1,0,0,0,0,stress,0.0,False,0,45,AMD,23,23,0.0
13,train_1,0.625816733067729,0,252,0,0,False,4,rolling_target_2_sessions_tp_off,8a1e2fb2d6e072d12e2756a7629265e3876f43713766bd7b7812de949abc0ec1,0,0,0,0,oos,0.0,False,10,22,AMD,10,7,0.0
13,train_1,0.625816733067729,5,252,0,0,False,4,rolling_target_2_sessions_tp_on,8a1e2fb2d6e072d12e2756a7629265e3876f43713766bd7b7812de949abc0ec1,0,4,0,0,oos,0.0,False,5,22,AMD,10,7,0.4
13,train_1,0.625816733067729,0,252,0,0,False,2,fixed_2_sessions,8a1e2fb2d6e072d12e2756a7629265e3876f43713766bd7b7812de949abc0ec1,0,0,0,0,oos,0.0,False,0,22,AMD,10,10,0.0
44,train_2,0.48400000000000004,0,751,0,0,False,4,rolling_target_2_sessions_tp_off,85dc39e38f6dbb03b706ada64f362839eeda3d660be7a6b7bb5d5188dbbc15de,0,0,0,0,train,0.0,False,37,74,AAP,37,31,0.0
44,train_2,0.48400000000000004,23,751,0,0,False,3,rolling_target_2_sessions_tp_on,85dc39e38f6dbb03b706ada64f362839eeda3d660be7a6b7bb5d5188dbbc15de,0,18,0,0,train,0.0,False,14,74,AAP,37,34,0.4864864864864865
44,train_2,0.48400000000000004,0,751,0,0,False,2,fixed_2_sessions,85dc39e38f6dbb03b706ada64f362839eeda3d660be7a6b7bb5d5188dbbc15de,0,0,0,0,train,0.0,False,0,74,AAP,37,37,0.0
23,train_2,0.48400000000000004,0,515,0,0,False,3,rolling_target_2_sessions_tp_off,85dc39e38f6dbb03b706ada64f362839eeda3d660be7a6b7bb5d5188dbbc15de,0,1,0,1,stress,0.0,False,19,39,AAP,20,17,0.05
23,train_2,0.48400000000000004,9,515,0,0,False,3,rolling_target_2_sessions_tp_on,85dc39e38f6dbb03b706ada64f362839eeda3d660be7a6b7bb5d5188dbbc15de,0,6,0,1,stress,0.0,False,10,39,AAP,20,17,0.3
23,train_2,0.48400000000000004,0,515,0,0,False,2,fixed_2_sessions,85dc39e38f6dbb03b706ada64f362839eeda3d660be7a6b7bb5d5188dbbc15de,0,0,0,0,stress,0.0,False,0,39,AAP,19,19,0.0
11,train_2,0.48400000000000004,0,252,0,0,False,3,rolling_target_2_sessions_tp_off,85dc39e38f6dbb03b706ada64f362839eeda3d660be7a6b7bb5d5188dbbc15de,0,0,0,0,oos,0.0,False,9,18,AAP,9,7,0.0
11,train_2,0.48400000000000004,8,252,0,0,False,3,rolling_target_2_sessions_tp_on,85dc39e38f6dbb03b706ada64f362839eeda3d660be7a6b7bb5d5188dbbc15de,0,4,0,0,oos,0.0,False,1,18,AAP,9,7,0.4444444444444444
11,train_2,0.48400000000000004,0,252,0,0,False,2,fixed_2_sessions,85dc39e38f6dbb03b706ada64f362839eeda3d660be7a6b7bb5d5188dbbc15de,0,0,0,0,oos,0.0,False,0,18,AAP,9,9,0.0
65,train_1,0.625816733067729,0,751,0,0,False,7,rolling_target_2_sessions_tp_off,546e623e5574fdd5ecb6b9351934630774f00e3a3b3c600f6f6ed767ea8a8111,0,0,0,0,train,0.0,False,44,96,CAPR,44,27,0.0
65,train_1,0.625816733067729,41,751,0,0,False,6,rolling_target_2_sessions_tp_on,546e623e5574fdd5ecb6b9351934630774f00e3a3b3c600f6f6ed767ea8a8111,0,36,0,0,train,0.0,False,9,96,CAPR,50,45,0.72
65,train_1,0.625816733067729,0,751,0,0,False,2,fixed_2_sessions,546e623e5574fdd5ecb6b9351934630774f00e3a3b3c600f6f6ed767ea8a8111,0,0,0,0,train,0.0,False,0,96,CAPR,45,45,0.0
55,train_1,0.625816733067729,0,515,0,0,False,4,rolling_target_2_sessions_tp_off,546e623e5574fdd5ecb6b9351934630774f00e3a3b3c600f6f6ed767ea8a8111,0,0,0,0,stress,0.0,False,44,94,CAPR,44,33,0.0
55,train_1,0.625816733067729,34,515,0,0,False,4,rolling_target_2_sessions_tp_on,546e623e5574fdd5ecb6b9351934630774f00e3a3b3c600f6f6ed767ea8a8111,0,27,0,0,stress,0.0,False,12,94,CAPR,46,42,0.5869565217391305
55,train_1,0.625816733067729,0,515,0,0,False,2,fixed_2_sessions,546e623e5574fdd5ecb6b9351934630774f00e3a3b3c600f6f6ed767ea8a8111,0,0,0,0,stress,0.0,False,0,94,CAPR,44,44,0.0
14,train_1,0.625816733067729,0,252,0,0,False,3,rolling_target_2_sessions_tp_off,546e623e5574fdd5ecb6b9351934630774f00e3a3b3c600f6f6ed767ea8a8111,0,0,0,0,oos,0.0,False,11,22,CAPR,11,8,0.0
14,train_1,0.625816733067729,8,252,0,0,False,3,rolling_target_2_sessions_tp_on,546e623e5574fdd5ecb6b9351934630774f00e3a3b3c600f6f6ed767ea8a8111,0,6,0,0,oos,0.0,False,3,22,CAPR,11,9,0.5454545454545454
14,train_1,0.625816733067729,0,252,0,0,False,2,fixed_2_sessions,546e623e5574fdd5ecb6b9351934630774f00e3a3b3c600f6f6ed767ea8a8111,0,0,0,0,oos,0.0,False,0,22,CAPR,11,11,0.0
52,train_1,0.5700398406374502,0,751,0,0,False,9,rolling_target_2_sessions_tp_off,29b3378d86c9524b6a35d9b2fb574bb7f0511da640717318971bbaf272604ee7,0,0,0,0,train,0.0,False,35,80,STLD,35,22,0.0
52,train_1,0.5700398406374502,26,751,0,0,False,4,rolling_target_2_sessions_tp_on,29b3378d86c9524b6a35d9b2fb574bb7f0511da640717318971bbaf272604ee7,0,19,0,0,train,0.0,False,14,80,STLD,40,34,0.475
52,train_1,0.5700398406374502,0,751,0,0,False,2,fixed_2_sessions,29b3378d86c9524b6a35d9b2fb574bb7f0511da640717318971bbaf272604ee7,0,0,0,0,train,0.0,False,0,80,STLD,38,38,0.0
37,train_1,0.5700398406374502,0,515,0,0,False,5,rolling_target_2_sessions_tp_off,29b3378d86c9524b6a35d9b2fb574bb7f0511da640717318971bbaf272604ee7,0,0,0,0,stress,0.0,False,30,62,STLD,30,24,0.0
37,train_1,0.5700398406374502,16,515,0,0,False,3,rolling_target_2_sessions_tp_on,29b3378d86c9524b6a35d9b2fb574bb7f0511da640717318971bbaf272604ee7,0,13,0,0,stress,0.0,False,15,62,STLD,31,27,0.41935483870967744
37,train_1,0.5700398406374502,0,515,0,0,False,2,fixed_2_sessions,29b3378d86c9524b6a35d9b2fb574bb7f0511da640717318971bbaf272604ee7,0,0,0,0,stress,0.0,False,0,62,STLD,31,31,0.0
22,train_1,0.5700398406374502,0,252,0,0,False,5,rolling_target_2_sessions_tp_off,29b3378d86c9524b6a35d9b2fb574bb7f0511da640717318971bbaf272604ee7,0,0,0,0,oos,0.0,False,15,34,STLD,15,9,0.0
22,train_1,0.5700398406374502,9,252,0,0,False,5,rolling_target_2_sessions_tp_on,29b3378d86c9524b6a35d9b2fb574bb7f0511da640717318971bbaf272604ee7,0,7,0,0,oos,0.0,False,7,34,STLD,16,15,0.4375
22,train_1,0.5700398406374502,0,252,0,0,False,2,fixed_2_sessions,29b3378d86c9524b6a35d9b2fb574bb7f0511da640717318971bbaf272604ee7,0,0,0,0,oos,0.0,False,0,34,STLD,16,16,0.0
51,train_2,0.45,0,751,0,0,False,5,rolling_target_2_sessions_tp_off,31523c139c138d284d139121dffde33938b061da83f4f7473a6f508aa552e2a4,0,0,0,0,train,0.0,False,38,82,BNTX,38,27,0.0
51,train_2,0.45,26,751,0,0,False,4,rolling_target_2_sessions_tp_on,31523c139c138d284d139121dffde33938b061da83f4f7473a6f508aa552e2a4,0,17,0,0,train,0.0,False,17,82,BNTX,43,38,0.3953488372093023
51,train_2,0.45,0,751,0,0,False,2,fixed_2_sessions,31523c139c138d284d139121dffde33938b061da83f4f7473a6f508aa552e2a4,0,0,0,0,train,0.0,False,0,82,BNTX,39,39,0.0
11,train_2,0.45,0,515,0,0,False,4,rolling_target_2_sessions_tp_off,31523c139c138d284d139121dffde33938b061da83f4f7473a6f508aa552e2a4,0,0,0,0,stress,0.0,False,9,20,BNTX,9,7,0.0
11,train_2,0.45,8,515,0,0,False,4,rolling_target_2_sessions_tp_on,31523c139c138d284d139121dffde33938b061da83f4f7473a6f508aa552e2a4,0,7,0,0,stress,0.0,False,2,20,BNTX,10,9,0.7
11,train_2,0.45,0,515,0,0,False,2,fixed_2_sessions,31523c139c138d284d139121dffde33938b061da83f4f7473a6f508aa552e2a4,0,0,0,0,stress,0.0,False,0,20,BNTX,9,9,0.0
12,train_2,0.45,0,252,0,0,False,3,rolling_target_2_sessions_tp_off,31523c139c138d284d139121dffde33938b061da83f4f7473a6f508aa552e2a4,0,0,0,0,oos,0.0,False,9,18,BNTX,9,6,0.0
12,train_2,0.45,4,252,0,0,False,3,rolling_target_2_sessions_tp_on,31523c139c138d284d139121dffde33938b061da83f4f7473a6f508aa552e2a4,0,2,0,0,oos,0.0,False,5,18,BNTX,9,6,0.2222222222222222
12,train_2,0.45,0,252,0,0,False,2,fixed_2_sessions,31523c139c138d284d139121dffde33938b061da83f4f7473a6f508aa552e2a4,0,0,0,0,oos,0.0,False,0,18,BNTX,9,9,0.0
34,train_1,0.45,0,751,0,0,False,3,rolling_target_2_sessions_tp_off,8c1f045d652f731a5326151fd1941224fc5fa7257802355076dc9c25a28573c8,0,0,0,0,train,0.0,False,26,52,BWXT,26,18,0.0
34,train_1,0.45,11,751,0,0,False,3,rolling_target_2_sessions_tp_on,8c1f045d652f731a5326151fd1941224fc5fa7257802355076dc9c25a28573c8,0,4,0,0,train,0.0,False,15,52,BWXT,26,21,0.15384615384615385
34,train_1,0.45,0,751,0,0,False,2,fixed_2_sessions,8c1f045d652f731a5326151fd1941224fc5fa7257802355076dc9c25a28573c8,0,0,0,0,train,0.0,False,0,52,BWXT,26,26,0.0
20,train_1,0.45,0,515,0,0,False,3,rolling_target_2_sessions_tp_off,8c1f045d652f731a5326151fd1941224fc5fa7257802355076dc9c25a28573c8,0,0,0,0,stress,0.0,False,17,34,BWXT,17,14,0.0
20,train_1,0.45,6,515,0,0,False,3,rolling_target_2_sessions_tp_on,8c1f045d652f731a5326151fd1941224fc5fa7257802355076dc9c25a28573c8,0,3,0,0,stress,0.0,False,11,34,BWXT,17,15,0.17647058823529413
20,train_1,0.45,0,515,0,0,False,2,fixed_2_sessions,8c1f045d652f731a5326151fd1941224fc5fa7257802355076dc9c25a28573c8,0,0,0,0,stress,0.0,False,0,34,BWXT,17,17,0.0
5,train_1,0.45,0,252,0,0,False,2,rolling_target_2_sessions_tp_off,8c1f045d652f731a5326151fd1941224fc5fa7257802355076dc9c25a28573c8,0,0,0,0,oos,0.0,False,5,10,BWXT,5,5,0.0
5,train_1,0.45,5,252,0,0,False,2,rolling_target_2_sessions_tp_on,8c1f045d652f731a5326151fd1941224fc5fa7257802355076dc9c25a28573c8,0,3,0,0,oos,0.0,False,0,10,BWXT,5,5,0.6
5,train_1,0.45,0,252,0,0,False,2,fixed_2_sessions,8c1f045d652f731a5326151fd1941224fc5fa7257802355076dc9c25a28573c8,0,0,0,0,oos,0.0,False,0,10,BWXT,5,5,0.0
54,train_1,0.6298007968127489,0,751,0,0,False,4,rolling_target_2_sessions_tp_off,e1b2281e5b03931fc3f1ce59d4b67f3b3f03f3342a0f5da9c729a11578504bc4,0,0,0,0,train,0.0,False,47,95,BE,47,41,0.0
54,train_1,0.6298007968127489,36,751,0,0,False,4,rolling_target_2_sessions_tp_on,e1b2281e5b03931fc3f1ce59d4b67f3b3f03f3342a0f5da9c729a11578504bc4,0,31,0,0,train,0.0,False,12,95,BE,48,47,0.6458333333333334
54,train_1,0.6298007968127489,0,751,0,0,False,2,fixed_2_sessions,e1b2281e5b03931fc3f1ce59d4b67f3b3f03f3342a0f5da9c729a11578504bc4,0,0,0,0,train,0.0,False,0,95,BE,47,47,0.0
27,train_1,0.6298007968127489,0,515,0,0,False,4,rolling_target_2_sessions_tp_off,e1b2281e5b03931fc3f1ce59d4b67f3b3f03f3342a0f5da9c729a11578504bc4,0,1,0,1,stress,0.0,False,24,52,BE,25,23,0.04
27,train_1,0.6298007968127489,13,515,0,0,False,4,rolling_target_2_sessions_tp_on,e1b2281e5b03931fc3f1ce59d4b67f3b3f03f3342a0f5da9c729a11578504bc4,0,12,0,1,stress,0.0,False,12,52,BE,26,25,0.46153846153846156
27,train_1,0.6298007968127489,0,515,0,0,False,2,fixed_2_sessions,e1b2281e5b03931fc3f1ce59d4b67f3b3f03f3342a0f5da9c729a11578504bc4,0,0,0,0,stress,0.0,False,0,52,BE,24,24,0.0
6,train_1,0.6298007968127489,0,252,0,0,False,2,rolling_target_2_sessions_tp_off,e1b2281e5b03931fc3f1ce59d4b67f3b3f03f3342a0f5da9c729a11578504bc4,0,0,0,0,oos,0.0,False,6,12,BE,6,6,0.0
6,train_1,0.6298007968127489,5,252,0,0,False,2,rolling_target_2_sessions_tp_on,e1b2281e5b03931fc3f1ce59d4b67f3b3f03f3342a0f5da9c729a11578504bc4,0,5,0,0,oos,0.0,False,1,12,BE,6,6,0.8333333333333334
6,train_1,0.6298007968127489,0,252,0,0,False,2,fixed_2_sessions,e1b2281e5b03931fc3f1ce59d4b67f3b3f03f3342a0f5da9c729a11578504bc4,0,0,0,0,oos,0.0,False,0,12,BE,6,6,0.0
35,train_2,0.45,0,751,0,0,False,4,rolling_target_2_sessions_tp_off,30422bc544fb9dd1a6223f72b5912ccd651e26fbea4c243ef3449e561349d434,0,0,0,0,train,0.0,False,25,54,CLF,25,17,0.0
35,train_2,0.45,15,751,0,0,False,3,rolling_target_2_sessions_tp_on,30422bc544fb9dd1a6223f72b5912ccd651e26fbea4c243ef3449e561349d434,0,8,0,0,train,0.0,False,10,54,CLF,25,23,0.32
35,train_2,0.45,0,751,0,0,False,2,fixed_2_sessions,30422bc544fb9dd1a6223f72b5912ccd651e26fbea4c243ef3449e561349d434,0,0,0,0,train,0.0,False,0,54,CLF,25,25,0.0
14,train_2,0.45,0,515,0,0,False,4,rolling_target_2_sessions_tp_off,30422bc544fb9dd1a6223f72b5912ccd651e26fbea4c243ef3449e561349d434,0,0,0,0,stress,0.0,False,9,20,CLF,9,4,0.0
14,train_2,0.45,7,515,0,0,False,4,rolling_target_2_sessions_tp_on,30422bc544fb9dd1a6223f72b5912ccd651e26fbea4c243ef3449e561349d434,0,6,0,0,stress,0.0,False,4,20,CLF,11,9,0.5454545454545454
14,train_2,0.45,0,515,0,0,False,2,fixed_2_sessions,30422bc544fb9dd1a6223f72b5912ccd651e26fbea4c243ef3449e561349d434,0,0,0,0,stress,0.0,False,0,20,CLF,9,9,0.0
12,train_2,0.45,0,252,0,0,False,4,rolling_target_2_sessions_tp_off,30422bc544fb9dd1a6223f72b5912ccd651e26fbea4c243ef3449e561349d434,0,0,0,0,oos,0.0,False,10,22,CLF,10,8,0.0
12,train_2,0.45,9,252,0,0,False,4,rolling_target_2_sessions_tp_on,30422bc544fb9dd1a6223f72b5912ccd651e26fbea4c243ef3449e561349d434,0,7,0,0,oos,0.0,False,1,22,CLF,10,9,0.7
12,train_2,0.45,0,252,0,0,False,2,fixed_2_sessions,30422bc544fb9dd1a6223f72b5912ccd651e26fbea4c243ef3449e561349d434,0,0,0,0,oos,0.0,False,0,22,CLF,10,10,0.0
60,train_1,0.45,0,751,0,0,False,6,rolling_target_2_sessions_tp_off,828180b11432a576a7b9e078b1fe4fe4fae97234aa34c8da046c3322f29c00ec,0,0,0,0,train,0.0,False,45,96,AVGO,45,34,0.0
60,train_1,0.45,27,751,0,0,False,6,rolling_target_2_sessions_tp_on,828180b11432a576a7b9e078b1fe4fe4fae97234aa34c8da046c3322f29c00ec,0,20,0,0,train,0.0,False,19,96,AVGO,46,43,0.43478260869565216
60,train_1,0.45,0,751,0,0,False,2,fixed_2_sessions,828180b11432a576a7b9e078b1fe4fe4fae97234aa34c8da046c3322f29c00ec,0,0,0,0,train,0.0,False,0,96,AVGO,46,46,0.0
57,train_1,0.45,0,515,0,0,False,7,rolling_target_2_sessions_tp_off,828180b11432a576a7b9e078b1fe4fe4fae97234aa34c8da046c3322f29c00ec,0,0,0,0,stress,0.0,False,31,72,AVGO,31,11,0.0
57,train_1,0.45,11,515,0,0,False,7,rolling_target_2_sessions_tp_on,828180b11432a576a7b9e078b1fe4fe4fae97234aa34c8da046c3322f29c00ec,0,2,0,0,stress,0.0,False,21,72,AVGO,32,16,0.0625
57,train_1,0.45,0,515,0,0,False,2,fixed_2_sessions,828180b11432a576a7b9e078b1fe4fe4fae97234aa34c8da046c3322f29c00ec,0,0,0,0,stress,0.0,False,0,72,AVGO,33,33,0.0
19,train_1,0.45,0,252,0,0,False,4,rolling_target_2_sessions_tp_off,828180b11432a576a7b9e078b1fe4fe4fae97234aa34c8da046c3322f29c00ec,0,0,0,0,oos,0.0,False,11,22,AVGO,11,5,0.0
19,train_1,0.45,7,252,0,0,False,4,rolling_target_2_sessions_tp_on,828180b11432a576a7b9e078b1fe4fe4fae97234aa34c8da046c3322f29c00ec,0,3,0,0,oos,0.0,False,4,22,AVGO,11,9,0.2727272727272727
19,train_1,0.45,0,252,0,0,False,2,fixed_2_sessions,828180b11432a576a7b9e078b1fe4fe4fae97234aa34c8da046c3322f29c00ec,0,0,0,0,oos,0.0,False,0,22,AVGO,11,11,0.0
63,train_1,0.7054980079681274,0,751,0,0,False,4,rolling_target_2_sessions_tp_off,4a7660c96744694262945863dcdb53b260fb35fa9d45a7405ad68ced438452c8,0,1,0,1,train,0.0,False,46,101,ACLS,47,32,0.02127659574468085
63,train_1,0.7054980079681274,33,751,0,0,False,4,rolling_target_2_sessions_tp_on,4a7660c96744694262945863dcdb53b260fb35fa9d45a7405ad68ced438452c8,0,31,0,1,train,0.0,False,17,101,ACLS,51,48,0.6078431372549019
63,train_1,0.7054980079681274,0,751,0,0,False,2,fixed_2_sessions,4a7660c96744694262945863dcdb53b260fb35fa9d45a7405ad68ced438452c8,0,0,0,0,train,0.0,False,0,101,ACLS,46,46,0.0
32,train_1,0.7054980079681274,0,515,0,0,False,3,rolling_target_2_sessions_tp_off,4a7660c96744694262945863dcdb53b260fb35fa9d45a7405ad68ced438452c8,0,0,0,0,stress,0.0,False,28,56,ACLS,28,24,0.0
32,train_1,0.7054980079681274,17,515,0,0,False,3,rolling_target_2_sessions_tp_on,4a7660c96744694262945863dcdb53b260fb35fa9d45a7405ad68ced438452c8,0,13,0,0,stress,0.0,False,12,56,ACLS,29,27,0.4482758620689655
32,train_1,0.7054980079681274,0,515,0,0,False,2,fixed_2_sessions,4a7660c96744694262945863dcdb53b260fb35fa9d45a7405ad68ced438452c8,0,0,0,0,stress,0.0,False,0,56,ACLS,28,28,0.0
20,train_1,0.7054980079681274,0,252,0,0,False,6,rolling_target_2_sessions_tp_off,4a7660c96744694262945863dcdb53b260fb35fa9d45a7405ad68ced438452c8,0,0,0,0,oos,0.0,False,15,37,ACLS,15,11,0.0
20,train_1,0.7054980079681274,8,252,0,0,False,6,rolling_target_2_sessions_tp_on,4a7660c96744694262945863dcdb53b260fb35fa9d45a7405ad68ced438452c8,0,8,0,0,oos,0.0,False,8,37,ACLS,16,14,0.5
20,train_1,0.7054980079681274,0,252,0,0,False,2,fixed_2_sessions,4a7660c96744694262945863dcdb53b260fb35fa9d45a7405ad68ced438452c8,0,0,0,0,oos,0.0,False,0,37,ACLS,16,16,0.0
50,train_1,0.6098804780876493,0,751,0,0,False,4,rolling_target_2_sessions_tp_off,eaceb214f420784080f9c7f4a154be41e90f37f60698640cefd77acb8b1bba98,0,0,0,0,train,0.0,False,40,82,CSIQ,40,32,0.0
