source,ticker,candidate_id,opened_at,closed_at,entry_quality_label,eq_grade,entry_quality_score,entry_quality_primary_reason,pnl_pct,max_loss_pct,max_profit_pct,notional,exit_reason,eq_allow_inferred
elite_shadow_trades,CALX,stage3:CALX:0979a3ee35ee,2026-07-02T19:15:23.827890+00:00,2026-07-03T13:31:16.508779+00:00,STRONG_FOLLOW_THROUGH,STRONG,76,passed,1.81102769951,-0.918631202463,3.01837682923,5000,shadow_peak_exhaustion_3p,True
elite_shadow_trades,MPC,stage2:MPC:8107accddd2c,2026-07-02T15:12:53.610367+00:00,2026-07-06T13:31:53.517536+00:00,STRONG_FOLLOW_THROUGH,STRONG,95,passed,0.287652900593,-3.25968352328,3.77904695282,5000,shadow_profit_giveback_3,True
elite_shadow_trades,ADMA,stage3:ADMA:42437a3ee595,2026-07-02T15:49:03.530787+00:00,2026-07-06T13:31:53.554986+00:00,STRONG_FOLLOW_THROUGH,STRONG,87,passed,0.168448554436,-1.17910775278,3.7619346106,5000,shadow_profit_giveback_3,True
elite_shadow_trades,ARKK,stage3:ARKK:94bceb67f6a4,2026-07-02T17:54:21.971196+00:00,2026-07-06T13:31:53.621875+00:00,WEAK_FOLLOW_THROUGH,WEAK,57,passed,0.780240867833,-0.128345039345,2.20318687371,5000,shadow_intraday_vwap_ema_break,True
elite_shadow_trades,BNTX,stage3:BNTX:d667608bc166,2026-07-02T18:48:25.718289+00:00,2026-07-06T13:31:53.707934+00:00,STRONG_FOLLOW_THROUGH,STRONG,100,passed,-2.57197930221,-3.07408182239,0.42012878112,5000,shadow_failed_followthrough,True
elite_shadow_trades,CACI,stage3:CACI:067d6d4fc9fe,2026-07-03T13:31:11.668524+00:00,2026-07-06T13:31:53.718995+00:00,STRONG_FOLLOW_THROUGH,STRONG,100,passed,-0.83523535189,-0.83523535189,3.10435830063,5000,shadow_profit_giveback_3,True
elite_shadow_trades,CALX,stage3:CALX:0979a3ee35ee,2026-07-03T13:36:31.397720+00:00,2026-07-06T13:31:53.730473+00:00,STRONG_FOLLOW_THROUGH,STRONG,100,passed,-1.50811592922,-2.03660737303,2.5779840165,5000,shadow_profit_lock_2,True
elite_shadow_trades,CE,stage3:CE:998b0b638c66,2026-07-03T13:31:11.668448+00:00,2026-07-06T13:31:53.751816+00:00,STRONG_FOLLOW_THROUGH,STRONG,82,passed,-3.72198294299,-6.2924120913,1.9679210364,5000,shadow_failed_followthrough,True
elite_shadow_trades,CIBR,stage3:CIBR:7d68e0b643da,2026-07-02T15:12:53.610325+00:00,2026-07-06T13:31:53.773883+00:00,STRONG_FOLLOW_THROUGH,STRONG,86,passed,-0.197889519555,-3.14423825116,3.25143023889,5000,shadow_profit_giveback_3,True
elite_shadow_trades,ARES,stage3:ARES:74247c8743d4,2026-07-02T15:59:52.832847+00:00,2026-07-06T13:37:16.871998+00:00,STRONG_FOLLOW_THROUGH,STRONG,84,passed,2.47481624131,-0.703373708084,4.17679418629,5000,shadow_intraday_vwap_ema_break,True
elite_shadow_trades,CDE,stage3:CDE:ceb9fe0512dc,2026-07-02T16:38:03.752866+00:00,2026-07-06T13:37:17.007146+00:00,STRONG_FOLLOW_THROUGH,STRONG,92,passed,2.69795315194,-1.17301386827,5.16540060028,5000,shadow_intraday_vwap_ema_break,True
elite_shadow_trades,CGC,stage3:CGC:650b7578c8c7,2026-07-03T15:47:26.774338+00:00,2026-07-06T13:37:17.016748+00:00,STRONG_FOLLOW_THROUGH,STRONG,97,high_vol_or_low_price_size_cap,-2.05940633717,-2.32673267327,1.98019518711,3500,shadow_failed_followthrough,True
elite_shadow_trades,BNTX,stage3:BNTX:d667608bc166,2026-07-06T13:37:10.565116+00:00,2026-07-06T13:48:20.087794+00:00,STRONG_FOLLOW_THROUGH,STRONG,89,passed,-0.968521096573,-1.18959604046,0.263185604403,5000,shadow_intraday_relative_break,True
elite_shadow_trades,ARKG,stage3:ARKG:50b05b8de94f,2026-07-03T15:47:26.774419+00:00,2026-07-06T13:54:03.093688+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,65,event_heavy_size_cap,-0.409832492087,-3.11194379391,1.68618266979,3000,shadow_intraday_relative_break,True
elite_shadow_trades,BCRX,stage3:BCRX:1f27b337ee7f,2026-07-06T13:37:10.565064+00:00,2026-07-06T13:54:03.230558+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,74,passed,-1.39373163026,-1.44350877713,0.945746802462,5000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,ALGT,stage3:ALGT:aec5dd5b1dc1,2026-07-02T17:15:59.220521+00:00,2026-07-06T13:54:03.715774+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,63,passed,3.35020492544,-0.978036559305,5.13898903451,5000,shadow_peak_exhaustion_5p,True
elite_shadow_trades,BNTX,stage3:BNTX:d667608bc166,2026-07-06T13:53:55.689651+00:00,2026-07-06T13:59:24.075238+00:00,STRONG_FOLLOW_THROUGH,STRONG,84,passed,-0.15421894091,-0.15421894091,0,5000,shadow_exit_omen_score,True
elite_shadow_trades,ALGT,stage2:ALGT:402f72d48c3c,2026-07-06T13:59:18.191613+00:00,2026-07-06T14:05:06.494998+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,66,event_heavy_size_cap,-0.844460578415,-0.844460578415,0,3000,shadow_exit_omen_score,True
elite_shadow_trades,ALGT,stage3:ALGT:aec5dd5b1dc1,2026-07-06T13:59:18.191680+00:00,2026-07-06T14:05:06.504434+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,66,passed,-0.844460578415,-0.844460578415,0,5000,shadow_exit_omen_score,True
elite_shadow_trades,ARES,stage3:ARES:74247c8743d4,2026-07-06T13:42:53.320214+00:00,2026-07-06T14:16:17.530205+00:00,STRONG_FOLLOW_THROUGH,STRONG,84,passed,1.33039544649,-0.118633494716,2.20320178549,5000,shadow_same_day_peak_exhaustion,True
elite_shadow_trades,ALGT,stage2:ALGT:402f72d48c3c,2026-07-06T14:10:22.200673+00:00,2026-07-06T14:27:22.383301+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,61,event_heavy_size_cap,-0.442791077863,-0.747731020801,0.0960757459065,3000,shadow_exit_omen_score,True
elite_shadow_trades,ALGT,stage3:ALGT:aec5dd5b1dc1,2026-07-06T14:10:22.200751+00:00,2026-07-06T14:27:22.393352+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,61,passed,-0.442791077863,-0.747731020801,0.0960757459065,5000,shadow_exit_omen_score,True
elite_shadow_trades,ALGT,stage3:ALGT:aec5dd5b1dc1,2026-07-06T14:32:38.760755+00:00,2026-07-06T14:38:28.767349+00:00,WEAK_FOLLOW_THROUGH,WEAK,47,passed,-0.554718140434,-0.734750813837,0,5000,shadow_exit_omen_score,True
elite_shadow_trades,BMA,stage3:BMA:0c978464f9dd,2026-07-06T13:42:53.320343+00:00,2026-07-06T14:38:29.687403+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,61,event_heavy_size_cap,1.27346495699,-1.69437433862,2.18000924156,3000,shadow_same_day_peak_exhaustion,True
elite_shadow_trades,CGC,stage3:CGC:650b7578c8c7,2026-07-06T13:42:53.320292+00:00,2026-07-06T14:43:51.519949+00:00,STRONG_FOLLOW_THROUGH,STRONG,77,high_vol_or_low_price_size_cap,-1.28578980403,-1.28578980403,0.954290992442,3500,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,ALGT,stage3:ALGT:aec5dd5b1dc1,2026-07-06T14:43:45.323814+00:00,2026-07-06T14:49:34.158863+00:00,WEAK_FOLLOW_THROUGH,WEAK,47,passed,-0.634195828219,-0.930152591114,0,5000,shadow_exit_omen_score,True
elite_shadow_trades,ANET,stage3:ANET:fe220620802b,2026-07-06T13:37:10.564990+00:00,2026-07-06T15:00:41.669847+00:00,WEAK_FOLLOW_THROUGH,WEAK,47,a_core_weak_quality_cap,5.89489716519,-1.34927136509,6.95161284231,2500,shadow_peak_exhaustion_5p,True
elite_shadow_trades,CALX,stage3:CALX:0979a3ee35ee,2026-07-06T13:37:10.565312+00:00,2026-07-06T15:00:41.700123+00:00,STRONG_FOLLOW_THROUGH,STRONG,96,passed,2.03040812414,-0.700328069135,2.46158014467,5000,shadow_same_day_peak_exhaustion,True
elite_shadow_trades,ALGT,stage3:ALGT:aec5dd5b1dc1,2026-07-06T14:54:50.763275+00:00,2026-07-06T15:17:20.822385+00:00,WEAK_FOLLOW_THROUGH,WEAK,47,passed,-1.33975662938,-1.33975662938,0,5000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,ALGT,stage3:ALGT:aec5dd5b1dc1,2026-07-06T15:28:22.742990+00:00,2026-07-06T16:07:47.008791+00:00,WEAK_FOLLOW_THROUGH,WEAK,47,passed,-0.652034442401,-0.84806745627,0.285537372752,5000,shadow_exit_omen_score,True
elite_shadow_trades,BIDU,stage3:BIDU:926c6f7918c9,2026-07-02T18:48:25.718218+00:00,2026-07-06T16:07:47.519268+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,60,event_heavy_size_cap,1.70185242865,-0.543383328543,2.29823102847,3000,shadow_exit_omen_score,True
elite_shadow_trades,ARKG,stage3:ARKG:50b05b8de94f,2026-07-06T13:59:18.191731+00:00,2026-07-06T16:18:55.261467+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,65,event_heavy_size_cap,3.54510206625,-0.57329806572,4.04820291922,3000,shadow_peak_exhaustion_3p,True
elite_shadow_trades,ANET,stage3:ANET:fe220620802b,2026-07-06T15:06:04.280203+00:00,2026-07-06T16:30:01.659287+00:00,STRONG_FOLLOW_THROUGH,STRONG,88,passed,-1.39388883112,-1.55955194513,0.382746733656,5000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,ARKK,stage3:ARKK:94bceb67f6a4,2026-07-06T13:37:10.565216+00:00,2026-07-06T16:30:02.174053+00:00,WEAK_FOLLOW_THROUGH,WEAK,47,passed,3.57627531982,-0.30829943432,4.00789264616,5000,shadow_peak_exhaustion_3p,True
elite_shadow_trades,ARKW,stage3:ARKW:296c057b4ef7,2026-07-02T15:18:26.590994+00:00,2026-07-06T16:57:44.574337+00:00,STRONG_FOLLOW_THROUGH,STRONG,81,passed,2.85459670903,-2.85411092396,3.41041746134,5000,shadow_peak_exhaustion_3p,True
elite_shadow_trades,BCRX,stage3:BCRX:1f27b337ee7f,2026-07-06T14:27:16.266829+00:00,2026-07-06T17:03:28.582836+00:00,WEAK_FOLLOW_THROUGH,WEAK,53,a_core_weak_quality_cap,1.84177902682,-0.697916307397,2.50210523909,2500,shadow_same_day_peak_exhaustion,True
elite_shadow_trades,ARES,stage3:ARES:74247c8743d4,2026-07-06T14:21:33.055904+00:00,2026-07-06T17:14:56.005132+00:00,STRONG_FOLLOW_THROUGH,STRONG,84,passed,1.60033823756,-0.150817182637,2.00251312962,5000,shadow_same_day_peak_exhaustion,True
elite_shadow_trades,BN,stage3:BN:d264957fe5f6,2026-07-02T15:49:03.530867+00:00,2026-07-06T17:42:45.586875+00:00,WEAK_FOLLOW_THROUGH,WEAK,57,passed,1.74667691097,-0.983223803641,2.51012825326,5000,shadow_peak_exhaustion_score,True
elite_shadow_trades,CGC,stage3:CGC:650b7578c8c7,2026-07-06T14:49:25.750478+00:00,2026-07-06T18:55:03.416576+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,72,high_vol_or_low_price_size_cap,-1.28881885481,-1.30911249992,1.4816296541,2500,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,ARKG,stage3:ARKG:50b05b8de94f,2026-07-06T16:24:10.416660+00:00,2026-07-06T19:06:12.185951+00:00,STRONG_FOLLOW_THROUGH,STRONG,87,passed,-1.41578886288,-1.41578886288,0.135918841701,5000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,CALX,stage3:CALX:0979a3ee35ee,2026-07-06T15:06:04.280268+00:00,2026-07-06T19:28:26.563487+00:00,STRONG_FOLLOW_THROUGH,STRONG,100,passed,-1.26679186749,-1.39475872809,1.01087767128,5000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,BCRX,stage3:BCRX:1f27b337ee7f,2026-07-06T17:08:44.323128+00:00,2026-07-06T19:39:40.675414+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,69,passed,1.89809766273,-0.377620722685,2.39760005625,5000,shadow_same_day_late_profit_lock,True
elite_shadow_trades,BMA,stage3:BMA:0c978464f9dd,2026-07-06T14:43:45.323746+00:00,2026-07-06T19:39:40.682514+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,71,event_heavy_size_cap,1.52875806198,-1.18665875506,2.06328873881,3000,shadow_same_day_late_profit_lock,True
elite_shadow_trades,BMI,stage3:BMI:07d4ee0f7841,2026-07-02T19:53:31.740965+00:00,2026-07-06T19:39:40.689530+00:00,WEAK_FOLLOW_THROUGH,WEAK,53,passed,1.96617065173,-0.408328828771,2.94067444656,5000,shadow_peak_exhaustion_score,True
elite_shadow_trades,CACI,stage3:CACI:067d6d4fc9fe,2026-07-06T13:37:10.565166+00:00,2026-07-06T19:50:48.637154+00:00,STRONG_FOLLOW_THROUGH,STRONG,100,passed,2.08525944081,-0.146583002272,2.08525944081,5000,shadow_same_day_late_profit_lock,True
elite_shadow_trades,ANET,stage3:ANET:fe220620802b,2026-07-06T16:35:19.357882+00:00,2026-07-07T13:36:14.117103+00:00,STRONG_FOLLOW_THROUGH,STRONG,88,passed,-4.90229849519,-4.90229849519,0.878716793851,5000,shadow_failed_followthrough,True
elite_shadow_trades,ARES,stage3:ARES:74247c8743d4,2026-07-06T17:20:16.439011+00:00,2026-07-07T13:36:14.167135+00:00,STRONG_FOLLOW_THROUGH,STRONG,90,passed,-0.72323389758,-2.55575563011,2.71994051472,5000,shadow_profit_lock_2,True
elite_shadow_trades,ARKK,stage3:ARKK:94bceb67f6a4,2026-07-06T16:35:19.357971+00:00,2026-07-07T13:36:14.199494+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,71,passed,-1.36171333238,-7.30379871718,0.0832487311487,5000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,BNTX,stage3:BNTX:d667608bc166,2026-07-06T14:04:59.794083+00:00,2026-07-07T13:36:14.274533+00:00,STRONG_FOLLOW_THROUGH,STRONG,84,passed,0.839971568845,-1.40351197121,2.03083135169,5000,shadow_current_q_failed,True
elite_shadow_trades,BWXT,stage3:BWXT:f195725cb792,2026-07-06T13:42:53.320389+00:00,2026-07-07T13:36:14.293795+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,61,passed,-2.41111460093,-2.53801822303,1.4084306172,5000,shadow_failed_followthrough,True
elite_shadow_trades,C,stage3:C:8d6430f3dfbc,2026-07-06T13:37:10.565264+00:00,2026-07-07T13:36:14.316865+00:00,WEAK_FOLLOW_THROUGH,WEAK,45,passed,0.502028259508,-6.37720283076,4.10117681651,5000,shadow_profit_giveback_3,True
elite_shadow_trades,CALX,stage3:CALX:0979a3ee35ee,2026-07-06T19:33:42.292031+00:00,2026-07-07T13:36:14.342187+00:00,STRONG_FOLLOW_THROUGH,STRONG,100,passed,-0.389099128794,-1.5045376097,5.05836783796,5000,shadow_profit_giveback_5,True
elite_shadow_trades,CRWD,stage3:CRWD:a1e78fe5f62e,2026-07-07T13:35:56.457630+00:00,2026-07-07T13:36:14.399883+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,71,passed,-0.949864022595,-0.949864022595,0,5000,shadow_intraday_sell_pressure,True
elite_shadow_trades,ADMA,stage3:ADMA:42437a3ee595,2026-07-06T19:50:39.863341+00:00,2026-07-07T13:48:01.148214+00:00,STRONG_FOLLOW_THROUGH,STRONG,100,passed,1.32378207157,-0.0452272043686,2.59239515973,5000,shadow_intraday_vwap_ema_break,True
elite_shadow_trades,ARKG,stage3:ARKG:50b05b8de94f,2026-07-06T19:11:27.019237+00:00,2026-07-07T13:48:01.187389+00:00,STRONG_FOLLOW_THROUGH,STRONG,81,passed,-1.47126296471,-2.11448230963,1.05747126437,5000,shadow_intraday_failed_below_vwap,True
elite_shadow_trades,ANET,stage3:ANET:fe220620802b,2026-07-07T13:41:41.010735+00:00,2026-07-07T13:53:42.068330+00:00,HEALTHY_FOLLOW_THROUGH,HEALTHY,64,passed,-0.442710296976,-0.640138860006,0.804667226932,5000,shadow_exit_omen_score,True
elite_strategy_sim_trades,AMBA,stage3:AMBA:5e057e3cfc2d,2026-07-01T13:31:50.442646+00:00,2026-07-02T19:52:19.746603+00:00,STRONG_FOLLOW_THROUGH,STRONG,100,,-7.53647909378,-7.53647909378,12.8453922366,2500,stop_loss,True
elite_strategy_sim_trades,ANET,stage3:ANET:fe220620802b,2026-07-02T00:05:28.200248+00:00,2026-07-07T11:39:01.072991+00:00,WEAK_FOLLOW_THROUGH,WEAK,52,,1.07893514991,-5.79263391373,5.89292825164,2500,breakeven_stop,True
